condition_id,condition,scheme,vehicles,runs,deadline_success_mean,deadline_success_sd,deadline_success_ci95,mean_latency_s_mean,mean_latency_s_sd,mean_latency_s_ci95,p95_latency_s_mean,p95_latency_s_sd,p95_latency_s_ci95,mean_dt_age_s_mean,mean_dt_age_s_sd,mean_dt_age_s_ci95,p95_position_error_m_mean,p95_position_error_m_sd,p95_position_error_m_ci95,mean_rounds_mean,mean_rounds_sd,mean_rounds_ci95,mean_rejections_mean,mean_rejections_sd,mean_rejections_ci95,mean_tool_calls_mean,mean_tool_calls_sd,mean_tool_calls_ci95,mean_planner_ms_proxy_mean,mean_planner_ms_proxy_sd,mean_planner_ms_proxy_ci95,mean_input_tokens_proxy_mean,mean_input_tokens_proxy_sd,mean_input_tokens_proxy_ci95,mean_output_tokens_proxy_mean,mean_output_tokens_proxy_sd,mean_output_tokens_proxy_ci95,deadline_success_safety_mean,deadline_success_safety_sd,deadline_success_safety_ci95,deadline_success_cooperative_mean,deadline_success_cooperative_sd,deadline_success_cooperative_ci95,deadline_success_routine_mean,deadline_success_routine_sd,deadline_success_routine_ci95,condition_index
nominal,Nominal,AAI-CDOS,25,30,0.9727777777777777,0.010430454476554888,0.0037324901985353698,0.16668809209354457,0.014127446922565522,0.0050554419548381035,0.30639237083887816,0.03257593836988449,0.011657149834361419,0.4677581078719775,0.13132202848004318,0.0469929843666256,2.7836028620329265,0.5220358375033266,0.1868081252974266,1.0547555555555557,0.02096891818889976,0.007503631005713304,0.05475555555555555,0.020968918188899763,0.007503631005713306,6.246555555555555,0.09441500104489421,0.033785974214919426,0.013614894805639913,0.0009068268845738106,0.00032450383308303026,854.4266666666665,3.5647160921129584,1.2756172709712614,89.6542222222222,1.7823580460564798,0.6378086354856309,0.9135995529395282,0.02755229590190171,0.009859462464665425,0.9810965204102556,0.00966250925529409,0.0034576845304016505,0.9987410315639697,0.0011997755419934741,0.0004293341638179708,0
nominal,Nominal,Independent Agents,25,30,0.7372074074074073,0.025228976652824666,0.009028073348808525,0.27846671230634185,0.009541539019133466,0.0034143958873421422,0.4260349110419243,0.029384812778273456,0.010515220207061263,4.278369974121364,0.5897753039866117,0.2110483820639167,106.27843988028637,13.358941531249886,4.780435832424669,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.01048792817509147,0.0012804766205633366,0.0004582126739011416,0.0,0.0,0.0,0.0,0.0,0.0,0.08972058938974875,0.013583433547564713,0.004860769268750763,0.8404240961161441,0.045425707190599594,0.01625538055235847,0.9997518977546243,0.0006095811749008485,0.00021813582194748186,0
nominal,Nominal,One-Shot LLM,25,30,0.6376296296296295,0.03897474194188641,0.01394693228521574,1.531670826365155,0.22995186697923947,0.08228721879417177,11.710376937752374,1.175980509389379,0.4208192207569327,6.994573276103264,1.1227012754834431,0.40175349176244096,153.74472349995588,25.100576683077513,8.982126009730372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02345130299455141,0.0016614822925698112,0.0005945538026167772,760.0,0.0,0.0,135.0,0.0,0.0,0.29546852534699375,0.056349984607699646,0.02016458302067458,0.683023466359094,0.041094297846276155,0.01470540562462439,0.7916580532785997,0.034680390193795374,0.012410218247985487,0
nominal,Nominal,Single Domain,25,30,0.3720814814814814,0.04705698775415786,0.016839126805048465,1.2329099215743042,0.17037663408606787,0.06096849549701873,3.6614810670877347,0.3267785018049105,0.11693618507424419,40.96314283966617,10.237815613142342,3.6635552665858073,723.3588142740962,209.96328688044272,75.13439726860003,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0022361111415429387,0.00023477017362978262,8.40114276852718e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09415083086940301,0.008262913486892308,0.0029568456168899285,0.3600855565848249,0.05679878797371846,0.020325185242610382,0.5782998455724613,0.06614439656482667,0.023669468326733552,0
radio_degraded,Radio degraded,AAI-CDOS,25,30,0.7310592592592592,0.04751940056259439,0.017004599103407663,0.3708623438595436,0.03853075654463461,0.013788054151260973,0.8000340781611425,0.0958208358710518,0.034289045746575826,4.985777517440633,1.1575098127380397,0.41420956684720056,122.43025720527234,23.338172521141686,8.35145777997399,1.538325925925926,0.09490141838250774,0.033960036423725484,0.538325925925926,0.09490141838250774,0.033960036423725484,8.422688888888889,0.4269879352009282,0.15279567027617366,0.01747765781538975,0.0014363204950170567,0.000513980688152848,936.6336296296297,16.133241125026313,5.7732061920333315,130.75770370370373,8.06662056251316,2.886603096016667,0.556560015449282,0.051215249807491904,0.01832714177044595,0.6573266587106333,0.06723374251771545,0.024059285769598666,0.9708143810917833,0.013931940583138016,0.004985480909774828,1
radio_degraded,Radio degraded,Independent Agents,25,30,0.4385555555555556,0.030861877988616455,0.011043781204340433,0.4716165347328657,0.03303999297662007,0.01182320964269662,0.8315065527854821,0.07502738377336018,0.02684820447520074,17.223260087844338,2.0261027461359333,0.7250315562161183,340.81669185698337,45.11201719311131,16.143128028402263,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.00994689924517405,0.0007789682255724684,0.00027875019956753147,0.0,0.0,0.0,0.0,0.0,0.0,0.04546704127364089,0.012970972443561442,0.004641602877409451,0.27441615384685675,0.04984256713065175,0.017835933583063356,0.9745686606044119,0.010081997541707919,0.003607796485825972,1
radio_degraded,Radio degraded,One-Shot LLM,25,30,0.3192888888888889,0.047536659689909264,0.017010775202798426,5.37940479002746,0.6965514528140668,0.24925773620391636,24.502476449194287,0.9074154842918429,0.3247144607870631,30.671253546753004,7.2280043451012865,2.5865081366974554,616.3616474398457,163.93662863456294,58.663969142938335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023022228899774042,0.001782058914917424,0.0006377015927822557,760.0,0.0,0.0,135.0,0.0,0.0,0.08410152233286715,0.022392838859919308,0.0080131744738353,0.2728033995054796,0.054528873156042226,0.019512906657096134,0.5543547519544327,0.05916246790066455,0.0211710172415546,1
radio_degraded,Radio degraded,Single Domain,25,30,0.2723185185185185,0.01669577874659215,0.005974507694620915,1.1526061917513368,0.11747725721479317,0.04203869659664745,3.2774002850336474,0.33939991178464546,0.12145269863047967,47.633622930218344,8.023960946529037,2.8713375484902457,838.1933125795819,139.5223547063573,49.92743341995386,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0021688985334347107,0.00023801982021537025,8.517429878131785e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.02628261695258616,0.008860452687507944,0.003170672273681511,0.15273064944150722,0.014422186280295637,0.005160913079449504,0.6358580969790654,0.04962633816491296,0.017758557041410872,1
edge_congested,Edge congested,AAI-CDOS,25,30,0.9200222222222223,0.02378686044168504,0.008512018690276953,0.22497589177478572,0.017223200866995195,0.006163243276499925,0.4340021802503514,0.04514072978071126,0.016153402695918646,1.190817818956288,0.33590331401860735,0.12020145718943859,11.812887122671736,13.197215904925528,4.722563060297194,1.160548148148148,0.04767288613724819,0.017059523210914154,0.1605481481481482,0.04767288613724819,0.017059523210914154,6.722762962962962,0.2145780155614973,0.07678575671891473,0.013794342205100864,0.0009081615193316286,0.00032498142599745,872.4114074074074,8.104390643332186,2.900118945855404,98.64659259259255,4.052195321666094,1.4500594729277025,0.7976295443063037,0.04227275821314299,0.015127112250982793,0.922476543642112,0.03199819625809945,0.011450407474825132,0.9982986811060232,0.001401007036910989,0.000501343929461886,2
edge_congested,Edge congested,Independent Agents,25,30,0.6309037037037036,0.02575874137456343,0.009217647219809479,0.3282592791809667,0.012509259682425479,0.004476381087759505,0.5441069529658723,0.05235472526725165,0.018734897826961482,7.408483565695557,0.8384758065657063,0.30004471394320537,157.62047045752269,21.74226120691392,7.780368250608218,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.00976029410527122,0.0006419880686878874,0.00022973247995476087,0.0,0.0,0.0,0.0,0.0,0.0,0.037886264556961625,0.007137811947114269,0.002554233201580713,0.6485393015428911,0.04892170830908966,0.01750640848581653,0.9990099773486245,0.001082291361216802,0.00038729298965652396,2
