scheme,vehicles,seed,frames,window_start,events,deadline_success,mean_latency_s,p95_latency_s,mean_dt_age_s,p95_position_error_m,mean_rounds,mean_rejections,mean_tool_calls,mean_planner_ms_proxy,mean_input_tokens_proxy,mean_output_tokens_proxy,deadline_success_safety,deadline_success_cooperative,deadline_success_routine,condition_id,condition,condition_index
Independent Agents,25,2032,180,38,4500,0.5775555555555556,0.3521637921205399,0.6303194086884263,9.2229606343355,180.02690572370705,1.0,0.0,4.0,0.009597000083886087,0.0,0.0,0.034140969162995596,0.5493392070484582,0.9992435703479576,edge_congested,Edge congested,2
One-Shot LLM,25,2032,180,38,4500,0.5328888888888889,1.6707730569502852,11.873932227199852,10.37662125799225,223.24161626233018,1.0,0.0,0.0,0.022677489032503217,760.0,135.0,0.0947136563876652,0.573568281938326,0.7639939485627837,edge_congested,Edge congested,2
AAI-CDOS,25,2033,180,199,4500,0.9128888888888889,0.2311817003741837,0.4564827384440474,1.353455958016498,11.273201892611485,1.1746666666666667,0.17466666666666666,6.786222222222222,0.01385660014865506,874.8115555555555,99.84666666666666,0.7686230248306998,0.917262969588551,0.9985486211901307,edge_congested,Edge congested,2
Single Domain,25,2033,180,199,4500,0.31666666666666665,5.080976318178847,21.242997137449365,53.633397851200414,976.1005079431582,1.0,0.0,1.0,0.0020278445056950054,0.0,0.0,0.07562076749435666,0.3564400715563506,0.40711175616835993,edge_congested,Edge congested,2
Independent Agents,25,2033,180,199,4500,0.6255555555555555,0.33419764453713974,0.5820435606336314,7.537764500092207,147.0016402128891,1.0,0.0,4.0,0.009687688434496522,0.0,0.0,0.046275395033860044,0.6247763864042933,0.9992743105950653,edge_congested,Edge congested,2
One-Shot LLM,25,2033,180,199,4500,0.592,1.6041882950401443,12.115132190114627,8.351277445319232,170.09201225459068,1.0,0.0,0.0,0.023975644519345626,760.0,135.0,0.14672686230248308,0.6520572450805009,0.7808417997097242,edge_congested,Edge congested,2
AAI-CDOS,25,2034,180,67,4500,0.9166666666666666,0.22508901879308632,0.43449202278276217,1.2455300348955125,8.750444743584072,1.1671111111111112,0.1671111111111111,6.752222222222223,0.013831199884104231,873.5271111111111,99.20444444444445,0.7796257796257796,0.9276462706565431,0.9992301770592764,edge_congested,Edge congested,2
Single Domain,25,2034,180,67,4500,0.31022222222222223,4.008816234710347,13.032208830368452,71.23405538528286,1437.2453715391541,1.0,0.0,1.0,0.0020156001297032666,0.0,0.0,0.07588357588357589,0.35774899508709246,0.4018475750577367,edge_congested,Edge congested,2
Independent Agents,25,2034,180,67,4500,0.6111111111111112,0.32433436576585395,0.5405041802529594,7.990854229992233,160.1959343999583,1.0,0.0,4.0,0.009418489068694826,0.0,0.0,0.029106029106029108,0.6355515855292542,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2034,180,67,4500,0.6084444444444445,1.2848827489877586,10.879708438743014,7.6950449037805955,171.2231075885832,1.0,0.0,0.0,0.021419710964740563,760.0,135.0,0.18191268191268192,0.6663689146940599,0.8244803695150116,edge_congested,Edge congested,2
AAI-CDOS,25,2035,180,87,4500,0.9217777777777778,0.2193807350471125,0.4236045214422413,1.114612139256275,5.375118931824251,1.1568888888888889,0.15688888888888888,6.706222222222222,0.013287399863151627,871.7893333333334,98.33555555555556,0.7958115183246073,0.92950745594216,0.9992492492492493,edge_congested,Edge congested,2
Single Domain,25,2035,180,87,4500,0.2617777777777778,6.087279122795074,22.319631098307138,97.28079714404008,1664.1251000427208,1.0,0.0,1.0,0.0019957997849107617,0.0,0.0,0.06492146596858639,0.3036601897876186,0.3333333333333333,edge_congested,Edge congested,2
Independent Agents,25,2035,180,87,4500,0.6204444444444445,0.3274999300157641,0.5233511473531441,7.179371276729087,145.89582942229328,1.0,0.0,4.0,0.009343866782728583,0.0,0.0,0.03769633507853403,0.6434704021690013,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2035,180,87,4500,0.5915555555555555,1.5517533084962958,11.718982323779397,8.246568824656302,158.60918563387233,1.0,0.0,0.0,0.02176928867508347,760.0,135.0,0.16335078534031414,0.6475372797107998,0.8055555555555556,edge_congested,Edge congested,2
AAI-CDOS,25,2036,180,20,4500,0.9091111111111111,0.23004306068250596,0.43736147535151226,1.3049266440750802,14.10602563429828,1.1826666666666668,0.18266666666666667,6.822444444444445,0.01339384422559912,876.1715555555555,100.52666666666667,0.7549947423764458,0.9213534522176497,0.9970631424375918,edge_congested,Edge congested,2
Single Domain,25,2036,180,20,4500,0.3091111111111111,4.546245010383776,16.9501272719893,81.56978379962163,1385.9711656982017,1.0,0.0,1.0,0.0019785999708498516,0.0,0.0,0.06203995793901157,0.3502514860539552,0.4155653450807636,edge_congested,Edge congested,2
Independent Agents,25,2036,180,20,4500,0.6144444444444445,0.32983557632956007,0.5393480622597175,7.972871496408675,171.43249921217318,1.0,0.0,4.0,0.009280111362588488,0.0,0.0,0.03470031545741325,0.6282578875171467,0.9970631424375918,edge_congested,Edge congested,2
One-Shot LLM,25,2036,180,20,4500,0.5557777777777778,1.6002718241876073,11.818030964988674,9.897876293864504,211.85369434103308,1.0,0.0,0.0,0.02117373313780667,760.0,135.0,0.12407991587802314,0.6117969821673526,0.7672540381791483,edge_congested,Edge congested,2
AAI-CDOS,25,2037,180,197,4500,0.936,0.21767285212378673,0.4628216402304552,0.9635599729006341,4.665497970011689,1.1286666666666667,0.12866666666666668,6.5793333333333335,0.013069022330455482,866.9915555555556,95.93666666666667,0.8568281938325991,0.9302013422818792,0.9985261606484893,edge_congested,Edge congested,2
Single Domain,25,2037,180,197,4500,0.29933333333333334,5.609627195307946,20.23954450614686,82.47847556656573,1332.2725618540974,1.0,0.0,1.0,0.002033266963230239,0.0,0.0,0.08149779735682819,0.33914988814317676,0.3795136330140015,edge_congested,Edge congested,2
Independent Agents,25,2037,180,197,4500,0.6557777777777778,0.3202110790074456,0.5620637234969531,6.611101243484652,144.3580316115557,1.0,0.0,4.0,0.009051911332385821,0.0,0.0,0.024229074889867842,0.7038031319910515,0.9992630803242447,edge_congested,Edge congested,2
One-Shot LLM,25,2037,180,197,4500,0.6386666666666667,1.3510341025371029,11.34698521203325,6.861008906900734,144.91775519350128,1.0,0.0,0.0,0.022427955752290372,760.0,135.0,0.21475770925110133,0.6961968680089485,0.8275607958732498,edge_congested,Edge congested,2
AAI-CDOS,25,2038,180,136,4500,0.948,0.2030022502346113,0.359941102356452,0.7990353568647807,3.778805760943905,1.1048888888888888,0.10488888888888889,6.472444444444444,0.012857666620725973,862.9493333333334,93.91555555555556,0.8247535596933188,0.966934763181412,1.0,edge_congested,Edge congested,2
Single Domain,25,2038,180,136,4500,0.2511111111111111,9.436388361318997,40.50330608043567,110.30198166289863,2014.6478580614,1.0,0.0,1.0,0.002065556039774997,0.0,0.0,0.06900328587075576,0.2899910634495085,0.30985915492957744,edge_congested,Edge congested,2
Independent Agents,25,2038,180,136,4500,0.6646666666666666,0.3091944566133641,0.4554046175676711,6.4406153300059,134.64108113812128,1.0,0.0,4.0,0.009208333413375335,0.0,0.0,0.033953997809419496,0.7198391420911529,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2038,180,136,4500,0.6273333333333333,1.444655764666152,11.576690426627065,7.4477436127802426,160.12272032017697,1.0,0.0,0.0,0.021268511074595153,760.0,135.0,0.20920043811610076,0.7046470062555853,0.782060785767235,edge_congested,Edge congested,2
AAI-CDOS,25,2039,180,236,4500,0.9073333333333333,0.2343488123738694,0.4565848104773977,1.4130561801636667,7.997621429777962,1.1857777777777778,0.18577777777777776,6.836222222222222,0.013275311263795529,876.7004444444444,100.7911111111111,0.790193842645382,0.8992180712423979,0.9992429977289932,edge_congested,Edge congested,2
Single Domain,25,2039,180,236,4500,0.328,3.852563260333348,14.482223478277962,69.59778587143192,1352.1365502395597,1.0,0.0,1.0,0.0019900223188516167,0.0,0.0,0.06841505131128849,0.3527367506516073,0.45722937168811506,edge_congested,Edge congested,2
Independent Agents,25,2039,180,236,4500,0.6168888888888889,0.33375976480136643,0.5740030550455989,7.806927934512001,171.87714793198126,1.0,0.0,4.0,0.009395888586166419,0.0,0.0,0.052451539338654506,0.6125108601216334,0.9992429977289932,edge_congested,Edge congested,2
One-Shot LLM,25,2039,180,236,4500,0.5882222222222222,1.490952883138595,11.822355299864153,8.929682176228125,186.18647352919848,1.0,0.0,0.0,0.02146897767023701,760.0,135.0,0.1379703534777651,0.6459600347523893,0.7865253595760787,edge_congested,Edge congested,2
AAI-CDOS,25,2040,180,81,4500,0.9355555555555556,0.21006665444041922,0.39860266780760983,0.913923774672677,4.435788502337858,1.1295555555555556,0.12955555555555556,6.583333333333333,0.012726089063410958,867.1426666666666,96.01222222222222,0.8288590604026845,0.9395677106307896,1.0,edge_congested,Edge congested,2
Single Domain,25,2040,180,81,4500,0.2613333333333333,6.691702063466373,21.216905912424288,68.51541924314512,1090.1078733378454,1.0,0.0,1.0,0.001983089055607302,0.0,0.0,0.06935123042505593,0.30172033524481695,0.32113517550410753,edge_congested,Edge congested,2
Independent Agents,25,2040,180,81,4500,0.6437777777777778,0.31972815504238394,0.5061008674708921,7.092846060003895,141.07133481162015,1.0,0.0,4.0,0.009108800059443133,0.0,0.0,0.039149888143176735,0.6718129686810763,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2040,180,81,4500,0.6228888888888889,1.440569298698781,11.97744722457459,7.31403489138299,158.41127535011677,1.0,0.0,0.0,0.02233726653503254,760.0,135.0,0.15436241610738255,0.686369651521835,0.8282300224047797,edge_congested,Edge congested,2
AAI-CDOS,25,2041,180,99,4500,0.9284444444444444,0.2183236513641217,0.4044879198555964,1.0757703310434472,5.757160965072604,1.1433333333333333,0.14333333333333334,6.645111111111111,0.013062710931990296,869.4848888888889,97.18333333333334,0.7905181918412348,0.9414917373827602,0.9992614475627769,edge_congested,Edge congested,2
Single Domain,25,2041,180,99,4500,0.30955555555555553,5.218556918949506,19.04609925341593,65.34659054549779,963.8697790244477,1.0,0.0,1.0,0.0020363107776372796,0.0,0.0,0.07497243660418963,0.35774899508709246,0.3870014771048744,edge_congested,Edge congested,2
Independent Agents,25,2041,180,99,4500,0.6331111111111111,0.3268278807452504,0.5278114581258588,7.132435053393575,148.72877249351032,1.0,0.0,4.0,0.009398000327766769,0.0,0.0,0.03969128996692393,0.6516301920500224,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2041,180,99,4500,0.6011111111111112,1.4534244778311702,11.279567288883241,7.810200135983593,157.01366602759114,1.0,0.0,0.0,0.021357466615477785,760.0,135.0,0.1730981256890849,0.6654756587762394,0.7813884785819794,edge_congested,Edge congested,2
AAI-CDOS,25,2042,180,6,4500,0.9264444444444444,0.2310066702658287,0.4243946071766955,1.1353865782004167,9.45866355285078,1.1477777777777778,0.14777777777777779,6.665333333333334,0.0135087777614697,870.2404444444444,97.56111111111112,0.7882219705549264,0.9367536488279522,0.9992625368731564,edge_congested,Edge congested,2
Single Domain,25,2042,180,6,4500,0.36822222222222223,2.767464001389487,9.299628015293509,56.08060378789711,1088.1248219712481,1.0,0.0,1.0,0.0021685330365370545,0.0,0.0,0.05549263873159683,0.4144183989385228,0.4948377581120944,edge_congested,Edge congested,2
Independent Agents,25,2042,180,6,4500,0.6335555555555555,0.3251858678747063,0.5386089647308525,7.267183231767887,156.60152168170126,1.0,0.0,4.0,0.010143355970891813,0.0,0.0,0.03397508493771234,0.6479433878814683,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2042,180,6,4500,0.5717777777777778,1.5998021653775312,11.90857596474165,9.48563973865399,208.0210154021442,1.0,0.0,0.0,0.022190977838666488,760.0,135.0,0.15741789354473387,0.622733303847855,0.7566371681415929,edge_congested,Edge congested,2
AAI-CDOS,25,2043,180,19,4500,0.9186666666666666,0.2246446232227944,0.42176944657985516,1.2116421577516914,8.34456502140246,1.1633333333333333,0.16333333333333333,6.735333333333333,0.01376879991342624,872.8848888888889,98.88333333333334,0.7868852459016393,0.9236675700090334,0.9985412107950401,edge_congested,Edge congested,2
Single Domain,25,2043,180,19,4500,0.32511111111111113,5.189208915072304,21.968995138586223,59.76195481195324,1198.8424983557052,1.0,0.0,1.0,0.0020238222075729733,0.0,0.0,0.06775956284153005,0.37895212285456187,0.4099197665937272,edge_congested,Edge congested,2
Independent Agents,25,2043,180,19,4500,0.6146666666666667,0.3345955414306236,0.548355442282106,8.010146001235555,150.49063086936232,1.0,0.0,4.0,0.009325422450072236,0.0,0.0,0.03825136612021858,0.6147244805781391,0.9992706053975201,edge_congested,Edge congested,2
One-Shot LLM,25,2043,180,19,4500,0.5511111111111111,1.7686774922052653,11.776862206961695,10.372034163627687,204.74943567703394,1.0,0.0,0.0,0.02127513357360537,760.0,135.0,0.13989071038251366,0.5934959349593496,0.7571115973741794,edge_congested,Edge congested,2
AAI-CDOS,25,2044,180,47,4500,0.9095555555555556,0.2364337192998629,0.47207242664067367,1.3256793175629307,18.8576971404006,1.181111111111111,0.1811111111111111,6.815111111111111,0.01398779998999089,875.9071111111111,100.39444444444445,0.7726244343891403,0.9101475189986589,0.9963741841914431,edge_congested,Edge congested,2
Single Domain,25,2044,180,47,4500,0.3451111111111111,4.992384678342739,20.000452280311066,54.10310956877277,1025.4916061853692,1.0,0.0,1.0,0.001965711151974069,0.0,0.0,0.058823529411764705,0.39830129637907913,0.4423495286439449,edge_congested,Edge congested,2
Independent Agents,25,2044,180,47,4500,0.61,0.3397760069178603,0.5877645324817707,7.983282506907193,174.8546780712879,1.0,0.0,4.0,0.00954671107724102,0.0,0.0,0.03506787330316742,0.5976754582029504,0.9985496736765772,edge_congested,Edge congested,2
One-Shot LLM,25,2044,180,47,4500,0.5517777777777778,1.8073027870594132,12.622699508237885,9.536836693576873,211.17533117729073,1.0,0.0,0.0,0.021713000062542658,760.0,135.0,0.11877828054298642,0.5967814036656236,0.7563451776649747,edge_congested,Edge congested,2
AAI-CDOS,25,2045,180,136,4500,0.948,0.20651683756581365,0.4251096850111824,0.7860010779488985,3.7648371481163014,1.104,0.104,6.468,0.01582213313344659,862.7982222222222,93.84,0.8774752475247525,0.9412022817025011,0.9992922859164898,edge_congested,Edge congested,2
Single Domain,25,2045,180,136,4500,0.2451111111111111,6.232758047586446,19.22117904485933,69.70114179817776,1203.8922164957737,1.0,0.0,1.0,0.00229968906690677,0.0,0.0,0.07673267326732673,0.2685388328214129,0.3036093418259023,edge_congested,Edge congested,2
Independent Agents,25,2045,180,136,4500,0.68,0.31356382813669004,0.4749185697343659,6.118315607944664,135.70062475362477,1.0,0.0,4.0,0.009589578141458333,0.0,0.0,0.0297029702970297,0.7121544537077665,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2045,180,136,4500,0.6382222222222222,1.5562615447369588,11.688454859712008,7.73525229422738,161.93261408184722,1.0,0.0,0.0,0.0219069109362964,760.0,135.0,0.19925742574257427,0.6950416849495392,0.7975937721160651,edge_congested,Edge congested,2
AAI-CDOS,25,2046,180,125,4500,0.9475555555555556,0.19843332285246704,0.38481826170189665,0.7874754561697244,3.779957249377469,1.1048888888888888,0.10488888888888889,6.472,0.012527578012345152,862.9493333333334,93.91555555555556,0.8686534216335541,0.9474393530997305,1.0,edge_congested,Edge congested,2
Single Domain,25,2046,180,125,4500,0.2348888888888889,7.203531483890549,25.59341773611059,107.63928912758062,2200.94321050044,1.0,0.0,1.0,0.0020412890719146365,0.0,0.0,0.076158940397351,0.2574123989218329,0.3033625730994152,edge_congested,Edge congested,2
Independent Agents,25,2046,180,125,4500,0.67,0.3101205678960302,0.4910842111397597,6.2439778128403685,137.4285800694988,1.0,0.0,4.0,0.010058577961495353,0.0,0.0,0.037527593818984545,0.7246181491464511,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2046,180,125,4500,0.6215555555555555,1.5969702936288974,11.785656930714065,8.118950465813718,180.36671083717297,1.0,0.0,0.0,0.021907110944286816,760.0,135.0,0.25275938189845476,0.6796945193171609,0.7711988304093568,edge_congested,Edge congested,2
AAI-CDOS,25,2047,180,225,4500,0.9273333333333333,0.21943014623079518,0.4075531058380607,1.1074720524583381,5.024706127584375,1.1464444444444444,0.14644444444444443,6.6595555555555555,0.01404102228116244,870.0137777777778,97.44777777777777,0.7940528634361234,0.9383715699505173,0.997808619430241,edge_congested,Edge congested,2
Single Domain,25,2047,180,225,4500,0.30844444444444447,5.711657158034676,22.230244633220153,71.05936492693023,1375.270260093852,1.0,0.0,1.0,0.0020227110168586173,0.0,0.0,0.07158590308370044,0.3679712100764732,0.36888239590942296,edge_congested,Edge congested,2
Independent Agents,25,2047,180,225,4500,0.6333333333333333,0.3323545253926877,0.5794746706685555,7.43288508942082,160.48499459080034,1.0,0.0,4.0,0.009673888691597514,0.0,0.0,0.046255506607929514,0.6477732793522267,0.9992695398100804,edge_congested,Edge congested,2
One-Shot LLM,25,2047,180,225,4500,0.5662222222222222,1.541576787730945,12.052316377450627,9.722436014235262,189.5828438217216,1.0,0.0,0.0,0.024125555439645216,760.0,135.0,0.1618942731277533,0.6059379217273954,0.7699050401753105,edge_congested,Edge congested,2
AAI-CDOS,25,2048,180,105,4500,0.9344444444444444,0.2178220938341045,0.4186691380009268,0.9840916215315608,4.8412483054142585,1.1317777777777778,0.13177777777777777,6.593333333333334,0.014165511018493109,867.5204444444445,96.20111111111112,0.8151927437641724,0.9427412082957619,0.9964285714285714,edge_congested,Edge congested,2
Single Domain,25,2048,180,105,4500,0.286,5.145838380773243,17.668392945865556,76.23183894843264,1375.3100084209555,1.0,0.0,1.0,0.002325044278728051,0.0,0.0,0.08163265306122448,0.33002705139765554,0.345,edge_congested,Edge congested,2
Independent Agents,25,2048,180,105,4500,0.6342222222222222,0.32901982561638266,0.5210130437141411,7.1375735626771935,145.5096985165803,1.0,0.0,4.0,0.011840844481614314,0.0,0.0,0.03854875283446712,0.6411181244364292,0.9985714285714286,edge_congested,Edge congested,2
One-Shot LLM,25,2048,180,105,4500,0.602,1.4014706074906036,10.94206251497054,8.212917332405729,159.43159042362115,1.0,0.0,0.0,0.024182666578174878,760.0,135.0,0.16439909297052155,0.6492335437330928,0.8028571428571428,edge_congested,Edge congested,2
AAI-CDOS,25,2049,180,221,4500,0.9062222222222223,0.23650112098616763,0.48940267518998815,1.3148371853135186,14.925990363531174,1.188,0.188,6.846222222222222,0.0147649334394373,877.0782222222222,100.98,0.7666666666666667,0.9082235347569286,0.997808619430241,edge_congested,Edge congested,2
Single Domain,25,2049,180,221,4500,0.3337777777777778,5.070327802578805,20.467369487213578,75.10475936584156,1725.329502686276,1.0,0.0,1.0,0.00242944449160455,0.0,0.0,0.05591397849462366,0.3952748750567924,0.42366691015339664,edge_congested,Edge congested,2
Independent Agents,25,2049,180,221,4500,0.6113333333333333,0.33745803378521316,0.6020705954792044,7.969115233003444,198.94814307790688,1.0,0.0,4.0,0.010564222323915197,0.0,0.0,0.030107526881720432,0.615174920490686,1.0,edge_congested,Edge congested,2
One-Shot LLM,25,2049,180,221,4500,0.49622222222222223,2.207906981192187,12.9567385410686,11.92682834787901,296.50208874779577,1.0,0.0,0.0,0.02216166668545662,760.0,135.0,0.12365591397849462,0.5379373012267151,0.6822498173849525,edge_congested,Edge congested,2
AAI-CDOS,25,2050,180,98,4500,0.9402222222222222,0.2116307014304852,0.3984519459465601,0.8797481133568765,4.409010826263111,1.12,0.12,6.540222222222222,0.012728910970812043,865.5182222222222,95.2,0.8181818181818182,0.9540441176470589,0.9992857142857143,edge_congested,Edge congested,2
Single Domain,25,2050,180,98,4500,0.2788888888888889,5.403257360947351,18.142727479409494,93.37340778148395,1831.4392038595897,1.0,0.0,1.0,0.002112666229044812,0.0,0.0,0.07792207792207792,0.30974264705882354,0.36357142857142855,edge_congested,Edge congested,2
Independent Agents,25,2050,180,98,4500,0.6646666666666666,0.3141354721305948,0.48570559366624066,6.116372462560345,126.99549069813806,1.0,0.0,4.0,0.01001991130437495,0.0,0.0,0.05519480519480519,0.7086397058823529,0.9985714285714286,edge_congested,Edge congested,2
One-Shot LLM,25,2050,180,98,4500,0.5771111111111111,1.8961809196527353,12.488785631099457,9.190476216331001,177.459220093804,1.0,0.0,0.0,0.02166673344456487,760.0,135.0,0.1774891774891775,0.6254595588235294,0.7657142857142857,edge_congested,Edge congested,2
AAI-CDOS,25,2051,180,71,4500,0.9193333333333333,0.22484977453367297,0.416525152492064,1.2331843833552685,5.88614567106864,1.162,0.162,6.729333333333333,0.013360155565250251,872.6582222222222,98.77,0.778856526429342,0.928796755295178,1.0,edge_congested,Edge congested,2
Single Domain,25,2051,180,71,4500,0.32422222222222224,5.604394596448938,26.84208780039745,71.28706714073384,1435.9244079379123,1.0,0.0,1.0,0.0020867111614077455,0.0,0.0,0.06256742179072276,0.38530869761153674,0.4032496307237814,edge_congested,Edge congested,2
Independent Agents,25,2051,180,71,4500,0.642,0.32392455478677334,0.5228823072894278,6.74050386788599,150.03215973336177,1.0,0.0,4.0,0.011058333187571002,0.0,0.0,0.042071197411003236,0.6746282109058134,0.9992614475627769,edge_congested,Edge congested,2
One-Shot LLM,25,2051,180,71,4500,0.6002222222222222,1.589800332230117,12.139415894975855,8.278706228342518,174.76558553800857,1.0,0.0,0.0,0.024665310959486913,760.0,135.0,0.1499460625674218,0.6786840919333033,0.7799113737075333,edge_congested,Edge congested,2
