scheme,vehicles,seed,access,compute,count,share,condition_id,condition,condition_index
Independent Agents,25,2043,leo,uav,9,0.002,radio_degraded,Radio degraded,1
Independent Agents,25,2043,leo,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2043,leo,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2043,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2043,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2043,uav,ground,516,0.11466666666666667,radio_degraded,Radio degraded,1
Independent Agents,25,2043,uav,ground,551,0.12244444444444444,radio_degraded,Radio degraded,1
Independent Agents,25,2043,uav,sat,1034,0.22977777777777778,radio_degraded,Radio degraded,1
Independent Agents,25,2043,uav,uav,6,0.0013333333333333333,radio_degraded,Radio degraded,1
Independent Agents,25,2043,uav,uav,7,0.0015555555555555555,radio_degraded,Radio degraded,1
Independent Agents,25,2043,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2043,uav,uav,4,0.0008888888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2043,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,ground,ground,64,0.014222222222222223,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,ground,ground,63,0.014,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,ground,sat,55,0.012222222222222223,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,leo,sat,1948,0.4328888888888889,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,uav,ground,718,0.15955555555555556,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,uav,ground,681,0.15133333333333332,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,uav,sat,933,0.20733333333333334,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,uav,uav,6,0.0013333333333333333,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,uav,uav,7,0.0015555555555555555,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,uav,uav,9,0.002,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,uav,uav,8,0.0017777777777777779,radio_degraded,Radio degraded,1
One-Shot LLM,25,2043,uav,uav,8,0.0017777777777777779,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,ground,ground,11,0.0024444444444444444,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,ground,ground,7,0.0015555555555555555,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,ground,sat,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,leo,ground,511,0.11355555555555556,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,leo,ground,571,0.12688888888888888,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,leo,sat,1241,0.2757777777777778,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,uav,ground,751,0.1668888888888889,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,uav,ground,799,0.17755555555555555,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,uav,sat,591,0.13133333333333333,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2044,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Single Domain,25,2044,ground,ground,7,0.0015555555555555555,radio_degraded,Radio degraded,1
Single Domain,25,2044,ground,ground,9,0.002,radio_degraded,Radio degraded,1
Single Domain,25,2044,leo,sat,2473,0.5495555555555556,radio_degraded,Radio degraded,1
Single Domain,25,2044,uav,uav,406,0.09022222222222222,radio_degraded,Radio degraded,1
Single Domain,25,2044,uav,uav,405,0.09,radio_degraded,Radio degraded,1
Single Domain,25,2044,uav,uav,396,0.088,radio_degraded,Radio degraded,1
Single Domain,25,2044,uav,uav,373,0.08288888888888889,radio_degraded,Radio degraded,1
Single Domain,25,2044,uav,uav,431,0.09577777777777778,radio_degraded,Radio degraded,1
Independent Agents,25,2044,ground,ground,7,0.0015555555555555555,radio_degraded,Radio degraded,1
Independent Agents,25,2044,ground,ground,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2044,ground,sat,6,0.0013333333333333333,radio_degraded,Radio degraded,1
Independent Agents,25,2044,leo,ground,600,0.13333333333333333,radio_degraded,Radio degraded,1
Independent Agents,25,2044,leo,ground,659,0.14644444444444443,radio_degraded,Radio degraded,1
Independent Agents,25,2044,leo,sat,1190,0.2644444444444444,radio_degraded,Radio degraded,1
Independent Agents,25,2044,leo,uav,9,0.002,radio_degraded,Radio degraded,1
Independent Agents,25,2044,leo,uav,4,0.0008888888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2044,leo,uav,7,0.0015555555555555555,radio_degraded,Radio degraded,1
Independent Agents,25,2044,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2044,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2044,uav,ground,549,0.122,radio_degraded,Radio degraded,1
Independent Agents,25,2044,uav,ground,503,0.11177777777777778,radio_degraded,Radio degraded,1
Independent Agents,25,2044,uav,sat,944,0.20977777777777779,radio_degraded,Radio degraded,1
Independent Agents,25,2044,uav,uav,5,0.0011111111111111111,radio_degraded,Radio degraded,1
Independent Agents,25,2044,uav,uav,5,0.0011111111111111111,radio_degraded,Radio degraded,1
Independent Agents,25,2044,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2044,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2044,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,ground,ground,63,0.014,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,ground,ground,43,0.009555555555555555,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,ground,sat,55,0.012222222222222223,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,leo,sat,2075,0.46111111111111114,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,uav,ground,663,0.14733333333333334,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,uav,ground,684,0.152,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,uav,sat,863,0.19177777777777777,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,uav,uav,13,0.0028888888888888888,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,uav,uav,11,0.0024444444444444444,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,uav,uav,10,0.0022222222222222222,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,uav,uav,10,0.0022222222222222222,radio_degraded,Radio degraded,1
One-Shot LLM,25,2044,uav,uav,10,0.0022222222222222222,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,ground,ground,11,0.0024444444444444444,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,ground,ground,14,0.003111111111111111,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,ground,sat,11,0.0024444444444444444,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,leo,ground,388,0.08622222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,leo,ground,394,0.08755555555555555,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,leo,sat,879,0.19533333333333333,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,uav,ground,909,0.202,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,uav,ground,908,0.20177777777777778,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,uav,sat,980,0.21777777777777776,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2045,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Single Domain,25,2045,ground,ground,8,0.0017777777777777779,radio_degraded,Radio degraded,1
Single Domain,25,2045,ground,ground,27,0.006,radio_degraded,Radio degraded,1
Single Domain,25,2045,leo,sat,1729,0.38422222222222224,radio_degraded,Radio degraded,1
Single Domain,25,2045,uav,uav,546,0.12133333333333333,radio_degraded,Radio degraded,1
Single Domain,25,2045,uav,uav,521,0.11577777777777777,radio_degraded,Radio degraded,1
Single Domain,25,2045,uav,uav,544,0.12088888888888889,radio_degraded,Radio degraded,1
Single Domain,25,2045,uav,uav,579,0.12866666666666668,radio_degraded,Radio degraded,1
Single Domain,25,2045,uav,uav,546,0.12133333333333333,radio_degraded,Radio degraded,1
Independent Agents,25,2045,ground,ground,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2045,ground,ground,11,0.0024444444444444444,radio_degraded,Radio degraded,1
Independent Agents,25,2045,ground,sat,23,0.005111111111111111,radio_degraded,Radio degraded,1
Independent Agents,25,2045,leo,ground,391,0.08688888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2045,leo,ground,406,0.09022222222222222,radio_degraded,Radio degraded,1
Independent Agents,25,2045,leo,sat,929,0.20644444444444446,radio_degraded,Radio degraded,1
Independent Agents,25,2045,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2045,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2045,uav,ground,510,0.11333333333333333,radio_degraded,Radio degraded,1
Independent Agents,25,2045,uav,ground,679,0.15088888888888888,radio_degraded,Radio degraded,1
Independent Agents,25,2045,uav,sat,1543,0.3428888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2045,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2045,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2045,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2045,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,ground,ground,62,0.013777777777777778,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,ground,ground,66,0.014666666666666666,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,ground,sat,65,0.014444444444444444,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,leo,sat,1429,0.31755555555555554,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,uav,ground,907,0.20155555555555554,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,uav,ground,829,0.18422222222222223,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,uav,sat,1092,0.24266666666666667,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,uav,uav,16,0.0035555555555555557,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,uav,uav,10,0.0022222222222222222,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,uav,uav,8,0.0017777777777777779,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,uav,uav,10,0.0022222222222222222,radio_degraded,Radio degraded,1
One-Shot LLM,25,2045,uav,uav,6,0.0013333333333333333,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,ground,ground,10,0.0022222222222222222,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,ground,ground,13,0.0028888888888888888,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,ground,sat,7,0.0015555555555555555,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,leo,ground,369,0.082,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,leo,ground,366,0.08133333333333333,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,leo,sat,932,0.2071111111111111,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,leo,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,uav,ground,827,0.1837777777777778,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,uav,ground,883,0.19622222222222221,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,uav,sat,1078,0.23955555555555555,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
AAI-CDOS,25,2046,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Single Domain,25,2046,ground,ground,5,0.0011111111111111111,radio_degraded,Radio degraded,1
Single Domain,25,2046,ground,ground,24,0.005333333333333333,radio_degraded,Radio degraded,1
Single Domain,25,2046,leo,sat,1753,0.38955555555555554,radio_degraded,Radio degraded,1
Single Domain,25,2046,uav,uav,548,0.12177777777777778,radio_degraded,Radio degraded,1
Single Domain,25,2046,uav,uav,558,0.124,radio_degraded,Radio degraded,1
Single Domain,25,2046,uav,uav,536,0.11911111111111111,radio_degraded,Radio degraded,1
Single Domain,25,2046,uav,uav,517,0.11488888888888889,radio_degraded,Radio degraded,1
Single Domain,25,2046,uav,uav,559,0.12422222222222222,radio_degraded,Radio degraded,1
Independent Agents,25,2046,ground,ground,4,0.0008888888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2046,ground,ground,4,0.0008888888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2046,ground,sat,21,0.004666666666666667,radio_degraded,Radio degraded,1
Independent Agents,25,2046,leo,ground,395,0.08777777777777777,radio_degraded,Radio degraded,1
Independent Agents,25,2046,leo,ground,437,0.0971111111111111,radio_degraded,Radio degraded,1
Independent Agents,25,2046,leo,sat,915,0.20333333333333334,radio_degraded,Radio degraded,1
Independent Agents,25,2046,leo,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2046,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2046,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2046,uav,ground,629,0.13977777777777778,radio_degraded,Radio degraded,1
Independent Agents,25,2046,uav,ground,569,0.12644444444444444,radio_degraded,Radio degraded,1
Independent Agents,25,2046,uav,sat,1511,0.3357777777777778,radio_degraded,Radio degraded,1
Independent Agents,25,2046,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2046,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2046,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2046,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2046,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,ground,ground,57,0.012666666666666666,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,ground,ground,63,0.014,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,ground,sat,59,0.013111111111111112,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,leo,sat,1456,0.32355555555555554,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,uav,ground,810,0.18,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,uav,ground,881,0.19577777777777777,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,uav,sat,1131,0.25133333333333335,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,uav,uav,10,0.0022222222222222222,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,uav,uav,6,0.0013333333333333333,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,uav,uav,13,0.0028888888888888888,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,uav,uav,8,0.0017777777777777779,radio_degraded,Radio degraded,1
One-Shot LLM,25,2046,uav,uav,6,0.0013333333333333333,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,ground,ground,5,0.0011111111111111111,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,ground,ground,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,ground,sat,6,0.0013333333333333333,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,leo,ground,460,0.10222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,leo,ground,453,0.10066666666666667,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,leo,sat,1205,0.2677777777777778,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,leo,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,leo,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,uav,ground,816,0.18133333333333335,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,uav,ground,764,0.16977777777777778,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,uav,sat,766,0.17022222222222222,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,uav,uav,4,0.0008888888888888889,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2047,uav,uav,4,0.0008888888888888889,radio_degraded,Radio degraded,1
Single Domain,25,2047,ground,ground,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Single Domain,25,2047,ground,ground,11,0.0024444444444444444,radio_degraded,Radio degraded,1
Single Domain,25,2047,leo,sat,2256,0.5013333333333333,radio_degraded,Radio degraded,1
Single Domain,25,2047,uav,uav,443,0.09844444444444445,radio_degraded,Radio degraded,1
Single Domain,25,2047,uav,uav,431,0.09577777777777778,radio_degraded,Radio degraded,1
Single Domain,25,2047,uav,uav,449,0.09977777777777778,radio_degraded,Radio degraded,1
Single Domain,25,2047,uav,uav,449,0.09977777777777778,radio_degraded,Radio degraded,1
Single Domain,25,2047,uav,uav,458,0.10177777777777777,radio_degraded,Radio degraded,1
Independent Agents,25,2047,ground,ground,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2047,ground,ground,7,0.0015555555555555555,radio_degraded,Radio degraded,1
Independent Agents,25,2047,ground,sat,6,0.0013333333333333333,radio_degraded,Radio degraded,1
Independent Agents,25,2047,leo,ground,575,0.12777777777777777,radio_degraded,Radio degraded,1
Independent Agents,25,2047,leo,ground,620,0.13777777777777778,radio_degraded,Radio degraded,1
Independent Agents,25,2047,leo,sat,1048,0.2328888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2047,leo,uav,5,0.0011111111111111111,radio_degraded,Radio degraded,1
Independent Agents,25,2047,leo,uav,4,0.0008888888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2047,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2047,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2047,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2047,uav,ground,592,0.13155555555555556,radio_degraded,Radio degraded,1
Independent Agents,25,2047,uav,ground,711,0.158,radio_degraded,Radio degraded,1
Independent Agents,25,2047,uav,sat,922,0.2048888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2047,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2047,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2047,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,ground,ground,51,0.011333333333333334,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,ground,ground,39,0.008666666666666666,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,ground,sat,52,0.011555555555555555,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,leo,sat,1913,0.4251111111111111,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,uav,ground,776,0.17244444444444446,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,uav,ground,728,0.16177777777777777,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,uav,sat,896,0.1991111111111111,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,uav,uav,4,0.0008888888888888889,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,uav,uav,8,0.0017777777777777779,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,uav,uav,11,0.0024444444444444444,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,uav,uav,12,0.0026666666666666666,radio_degraded,Radio degraded,1
One-Shot LLM,25,2047,uav,uav,10,0.0022222222222222222,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,ground,ground,48,0.010666666666666666,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,ground,ground,44,0.009777777777777778,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,ground,sat,35,0.0077777777777777776,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,leo,ground,413,0.09177777777777778,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,leo,ground,409,0.0908888888888889,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,leo,sat,1021,0.2268888888888889,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,leo,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,uav,ground,834,0.18533333333333332,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,uav,ground,864,0.192,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,uav,sat,818,0.1817777777777778,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
AAI-CDOS,25,2048,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Single Domain,25,2048,ground,ground,5,0.0011111111111111111,radio_degraded,Radio degraded,1
Single Domain,25,2048,ground,ground,107,0.023777777777777776,radio_degraded,Radio degraded,1
Single Domain,25,2048,leo,sat,1975,0.4388888888888889,radio_degraded,Radio degraded,1
Single Domain,25,2048,uav,uav,479,0.10644444444444444,radio_degraded,Radio degraded,1
Single Domain,25,2048,uav,uav,491,0.10911111111111112,radio_degraded,Radio degraded,1
Single Domain,25,2048,uav,uav,496,0.11022222222222222,radio_degraded,Radio degraded,1
Single Domain,25,2048,uav,uav,464,0.10311111111111111,radio_degraded,Radio degraded,1
Single Domain,25,2048,uav,uav,483,0.10733333333333334,radio_degraded,Radio degraded,1
Independent Agents,25,2048,ground,ground,33,0.007333333333333333,radio_degraded,Radio degraded,1
Independent Agents,25,2048,ground,ground,12,0.0026666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2048,ground,sat,67,0.014888888888888889,radio_degraded,Radio degraded,1
Independent Agents,25,2048,leo,ground,470,0.10444444444444445,radio_degraded,Radio degraded,1
Independent Agents,25,2048,leo,ground,500,0.1111111111111111,radio_degraded,Radio degraded,1
Independent Agents,25,2048,leo,sat,997,0.22155555555555556,radio_degraded,Radio degraded,1
Independent Agents,25,2048,leo,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2048,leo,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2048,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2048,leo,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
Independent Agents,25,2048,uav,ground,639,0.142,radio_degraded,Radio degraded,1
Independent Agents,25,2048,uav,ground,490,0.10888888888888888,radio_degraded,Radio degraded,1
Independent Agents,25,2048,uav,sat,1271,0.28244444444444444,radio_degraded,Radio degraded,1
Independent Agents,25,2048,uav,uav,5,0.0011111111111111111,radio_degraded,Radio degraded,1
Independent Agents,25,2048,uav,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
Independent Agents,25,2048,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2048,uav,uav,2,0.00044444444444444447,radio_degraded,Radio degraded,1
Independent Agents,25,2048,uav,uav,1,0.00022222222222222223,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,ground,ground,86,0.01911111111111111,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,ground,ground,84,0.018666666666666668,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,ground,sat,90,0.02,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,leo,sat,1662,0.36933333333333335,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,uav,ground,796,0.1768888888888889,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,uav,ground,729,0.162,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,uav,sat,1007,0.22377777777777777,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,uav,uav,8,0.0017777777777777779,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,uav,uav,9,0.002,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,uav,uav,8,0.0017777777777777779,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,uav,uav,13,0.0028888888888888888,radio_degraded,Radio degraded,1
One-Shot LLM,25,2048,uav,uav,8,0.0017777777777777779,radio_degraded,Radio degraded,1
AAI-CDOS,25,2049,ground,ground,7,0.0015555555555555555,radio_degraded,Radio degraded,1
AAI-CDOS,25,2049,ground,ground,2,0.00044444444444444447,radio_degraded,Radio degraded,1
AAI-CDOS,25,2049,ground,sat,7,0.0015555555555555555,radio_degraded,Radio degraded,1
AAI-CDOS,25,2049,leo,ground,517,0.11488888888888889,radio_degraded,Radio degraded,1
AAI-CDOS,25,2049,leo,ground,587,0.13044444444444445,radio_degraded,Radio degraded,1
AAI-CDOS,25,2049,leo,sat,1163,0.2584444444444444,radio_degraded,Radio degraded,1
AAI-CDOS,25,2049,leo,uav,3,0.0006666666666666666,radio_degraded,Radio degraded,1
