study,value,vehicles,seed,events,deadline_success,mean_latency_s,p95_latency_s,mean_dt_age_s,p95_position_error_m,mean_rounds,mean_rejections,mean_tool_calls,mean_planner_ms_proxy,mean_input_tokens_proxy,mean_output_tokens_proxy,deadline_success_safety,deadline_success_cooperative,deadline_success_routine
negotiation_rounds,3.0,10,2031,1800,0.995,0.08734677206568285,0.15402232748141664,0.13917548376277353,1.1823763275127688,1.01,0.01,6.045,0.009679530178093247,845.4955555555556,85.85,0.975609756097561,1.0,1.0
mismatch_delay,0.0,10,2032,1800,0.9711111111111111,0.10131839070934606,0.1845713643893559,0.40532173586373726,1.2428010372314826,1.0,0.0,4.0,0.00757889330594076,0.0,0.0,0.8602739726027397,0.9988789237668162,1.0
mismatch_delay,0.04,10,2032,1800,0.8855555555555555,0.15286806076679496,0.24538332712391228,1.5824073581238587,5.637251832932579,1.0,0.0,4.0,0.00756227851120962,0.0,0.0,0.4547945205479452,0.992152466367713,1.0
mismatch_delay,0.08,10,2032,1800,0.8355555555555556,0.2069772469888537,0.3164921658760048,2.3372049384831572,32.07800920565331,1.0,0.0,4.0,0.007568845111462805,0.0,0.0,0.2410958904109589,0.9786995515695067,1.0
mismatch_delay,0.12,10,2032,1800,0.7361111111111112,0.2617878257917066,0.3907812515519007,4.2166392460405415,69.03836645385803,1.0,0.0,4.0,0.007579949322260088,0.0,0.0,0.06575342465753424,0.8497757847533632,1.0
negotiation_rounds,1.0,10,2032,1800,0.9905555555555555,0.10212824486287085,0.18474295693346568,0.20142484605182745,1.160590959103289,1.0,0.009444444444444445,6.0,0.009627226326200698,843.7955555555556,85.0,0.9534246575342465,1.0,1.0
negotiation_rounds,2.0,10,2032,1800,0.9905555555555555,0.10209537776447254,0.1848810755388906,0.2013854723426055,1.1474958693964643,1.0094444444444444,0.009444444444444445,6.0472222222222225,0.009749112909452783,845.4011111111112,85.80277777777778,0.9534246575342465,1.0,1.0
negotiation_rounds,3.0,10,2032,1800,0.9905555555555555,0.10209537776447254,0.1848810755388906,0.2013854723426055,1.1474958693964643,1.018888888888889,0.01888888888888889,6.085,0.009755049056063095,847.0066666666667,86.60555555555555,0.9534246575342465,1.0,1.0
mismatch_delay,0.0,10,2033,1800,0.9438888888888889,0.12032479518844946,0.24868079489296382,0.7881227174041783,2.770912024989896,1.0,0.0,4.0,0.007500615384843614,0.0,0.0,0.7422096317280453,0.9889867841409692,1.0
mismatch_delay,0.04,10,2033,1800,0.8733333333333333,0.16432704524118022,0.30444462069123396,1.7685284269779178,38.085700508366585,1.0,0.0,4.0,0.007547520670211977,0.0,0.0,0.44192634560906513,0.9658590308370044,1.0
mismatch_delay,0.08,10,2033,1800,0.835,0.20712656822414993,0.35419516785950245,2.383130416428516,68.58790376753753,1.0,0.0,4.0,0.00753905779371659,0.0,0.0,0.3087818696883853,0.9416299559471366,1.0
mismatch_delay,0.12,10,2033,1800,0.7255555555555555,0.24937173614650202,0.42568293764996945,4.485339278452668,113.19551102115854,1.0,0.0,4.0,0.007540876459744241,0.0,0.0,0.14447592067988668,0.788546255506608,1.0
negotiation_rounds,1.0,10,2033,1800,0.9855555555555555,0.11992728138504036,0.23977382249899423,0.27416403614961127,1.8152909590509387,1.0,0.014444444444444444,6.0,0.009558518261959156,843.7955555555556,85.0,0.9376770538243626,0.9955947136563876,1.0
negotiation_rounds,2.0,10,2033,1800,0.9855555555555555,0.12000334971703681,0.23977382249899423,0.2741621109395298,1.8152909590509387,1.0144444444444445,0.014444444444444444,6.072222222222222,0.009771128599014547,846.2511111111111,86.22777777777777,0.9376770538243626,0.9955947136563876,1.0
negotiation_rounds,3.0,10,2033,1800,0.9855555555555555,0.12000334971703681,0.23977382249899423,0.2741621109395298,1.8152909590509387,1.028888888888889,0.028888888888888888,6.13,0.009791064593527053,848.7066666666667,87.45555555555555,0.9376770538243626,0.9955947136563876,1.0
mismatch_delay,0.0,10,2034,1800,0.9727777777777777,0.1005109851001907,0.18091008009753085,0.4144736750750082,1.64602635535062,1.0,0.0,4.0,0.007670747840570079,0.0,0.0,0.8779840848806366,0.9965753424657534,1.0
mismatch_delay,0.04,10,2034,1800,0.8822222222222222,0.1511831388914849,0.24741199295063426,1.7106112616943097,38.3115956006731,1.0,0.0,4.0,0.007634355117463403,0.0,0.0,0.46684350132625996,0.9874429223744292,1.0
mismatch_delay,0.08,10,2034,1800,0.8372222222222222,0.2038409104628264,0.32026609936761546,2.4070456889891405,64.87157928308382,1.0,0.0,4.0,0.007627836894243956,0.0,0.0,0.27320954907161804,0.978310502283105,1.0
mismatch_delay,0.12,10,2034,1800,0.7355555555555555,0.25700366868824515,0.3956564825539863,4.180729001989434,101.21671349970998,1.0,0.0,4.0,0.007669080255760087,0.0,0.0,0.08488063660477453,0.8504566210045662,1.0
negotiation_rounds,1.0,10,2034,1800,0.9938888888888889,0.09867568963096028,0.18214437222024682,0.16208268594427747,1.451819334578814,1.0,0.006111111111111111,6.0,0.009794434429042868,843.7955555555556,85.0,0.9734748010610079,0.9988584474885844,1.0
negotiation_rounds,2.0,10,2034,1800,0.9938888888888889,0.09870896396148485,0.18289262526693534,0.16208268594427747,1.451819334578814,1.0061111111111112,0.006111111111111111,6.030555555555556,0.009797376114875078,844.8344444444444,85.51944444444445,0.9734748010610079,0.9988584474885844,1.0
negotiation_rounds,3.0,10,2034,1800,0.9938888888888889,0.09870896396148485,0.18289262526693534,0.16208268594427747,1.451819334578814,1.0122222222222221,0.012222222222222223,6.055,0.00980519482658969,845.8733333333333,86.03888888888889,0.9734748010610079,0.9988584474885844,1.0
mismatch_delay,0.0,10,2035,1800,0.9516666666666667,0.1135305747294389,0.22314285864575065,0.6784187844041457,2.2491418020411613,1.0,0.0,4.0,0.00767945803494917,0.0,0.0,0.8090452261306532,0.9875706214689266,1.0
mismatch_delay,0.04,10,2035,1800,0.8655555555555555,0.15931919165897482,0.27849841776277334,1.845234098901397,45.79081308357997,1.0,0.0,4.0,0.007646493355019225,0.0,0.0,0.4396984924623116,0.9785310734463277,1.0
mismatch_delay,0.08,10,2035,1800,0.8155555555555556,0.20628917749072193,0.338619385042247,2.587532903340216,66.40289798466071,1.0,0.0,4.0,0.007712129865669542,0.0,0.0,0.2613065326633166,0.9570621468926553,1.0
mismatch_delay,0.12,10,2035,1800,0.7155555555555555,0.2536261440572697,0.40550766826556556,4.734193177213665,121.27111230947159,1.0,0.0,4.0,0.007607145234942436,0.0,0.0,0.08542713567839195,0.8327683615819209,1.0
negotiation_rounds,1.0,10,2035,1800,0.9855555555555555,0.1132701114408455,0.2160020042801813,0.2665394438237507,1.8837253346930218,1.0,0.014444444444444444,6.0,0.009708324602494637,843.7955555555556,85.0,0.9346733668341709,1.0,1.0
negotiation_rounds,2.0,10,2035,1800,0.9855555555555555,0.11329731796197529,0.2160020042801813,0.2665394438237507,1.8837253346930218,1.0144444444444445,0.014444444444444444,6.072222222222222,0.009968120139092207,846.2511111111111,86.22777777777777,0.9346733668341709,1.0,1.0
negotiation_rounds,3.0,10,2035,1800,0.9855555555555555,0.11329731796197529,0.2160020042801813,0.2665394438237507,1.8837253346930218,1.028888888888889,0.028888888888888888,6.13,0.00998551103596886,848.7066666666667,87.45555555555555,0.9346733668341709,1.0,1.0
mismatch_delay,0.0,10,2036,1800,0.9766666666666667,0.09852384621234211,0.17552053859083264,0.34044770984617767,1.5949783109101388,1.0,0.0,4.0,0.0076579988106257385,0.0,0.0,0.8972972972972973,0.9954128440366973,1.0
mismatch_delay,0.04,10,2036,1800,0.8872222222222222,0.15019152289873886,0.23453441072495237,1.5107261612567138,16.716257501996882,1.0,0.0,4.0,0.007654067335857285,0.0,0.0,0.4756756756756757,0.9896788990825688,1.0
mismatch_delay,0.08,10,2036,1800,0.8405555555555555,0.20431466103411772,0.306033311421072,2.265784317321124,56.95314270606632,1.0,0.0,4.0,0.007613109579930703,0.0,0.0,0.26756756756756755,0.981651376146789,1.0
