event_id,vehicles,seed,frame,task_class,scheme,access,compute,deadline_ms,dt_update_latency_ms,tx_ms,path_ms,queue_ms,service_ms,deadline_met,dt_age_ms,position_error_m,rounds,rejections,verifier_accepted,fallback,proposal_conflict,decision_wall_ms,tool_calls,api_calls,input_tokens,output_tokens,sum_api_latency_ms
n50_s2029_e2,50,2029,125,cooperative,One-Shot LLM,ground,ground0,350.0,4016.262,3802.853,4.82,185.856,22.733,False,10771.267,144.530976,1,0,False,False,False,897.979,0,1,574,21,897.812
n50_s2029_e2,50,2029,125,cooperative,Single Domain,uav,uav1,350.0,767.758,4.179,5.82,0.0,757.759,False,10771.267,144.530976,1,0,False,False,False,889.34,1,1,266,20,889.214
n50_s2029_e3,50,2029,125,routine,AAI-CDOS,ground,ground1,1000.0,620.889,378.764,5.483,215.144,21.497,True,620.889,2.295423,1,0,True,False,False,2178.126,6,4,1971,88,3993.46
n50_s2029_e3,50,2029,125,routine,Independent Agents,leo,sat0,1000.0,354.864,110.76,25.687,217.343,1.075,True,354.864,1.31193,1,0,False,False,True,1508.018,3,3,1089,60,3304.76
n50_s2029_e3,50,2029,125,routine,One-Shot LLM,ground,ground1,1000.0,620.889,378.764,5.483,215.144,21.497,True,620.889,2.295423,1,0,False,False,False,901.522,0,1,574,21,901.314
n50_s2029_e3,50,2029,125,routine,Single Domain,leo,sat0,1000.0,354.864,110.76,25.687,217.343,1.075,True,354.864,1.31193,1,0,False,False,False,761.791,1,1,266,19,761.663
n50_s2029_e4,50,2029,144,safety,AAI-CDOS,uav,ground1,150.0,146.386,21.555,15.023,86.973,22.835,True,146.386,0.044305,1,0,True,False,False,2667.406,6,4,2112,90,4412.207
n50_s2029_e4,50,2029,144,safety,Independent Agents,ground,ground1,150.0,17793.556,17674.725,9.023,86.973,22.835,False,10789.336,3.265502,1,0,False,False,True,1413.06,3,3,1135,61,3149.04
n50_s2029_e4,50,2029,144,safety,One-Shot LLM,ground,ground1,150.0,17793.556,17674.725,9.023,86.973,22.835,False,10789.336,3.265502,1,0,False,False,False,1499.793,0,1,575,21,1499.622
n50_s2029_e4,50,2029,144,safety,Single Domain,uav,uav4,150.0,792.755,21.555,10.023,0.0,761.178,False,10789.336,3.265502,1,0,False,False,False,1143.775,1,1,267,20,1143.645
n50_s2029_e5,50,2029,147,routine,AAI-CDOS,leo,sat0,1000.0,359.174,147.261,27.904,182.958,1.051,True,359.174,4.168624,1,0,True,False,False,2472.873,6,4,2254,88,4583.301
n50_s2029_e5,50,2029,147,routine,Independent Agents,leo,sat0,1000.0,359.174,147.261,27.904,182.958,1.051,True,359.174,4.168624,1,0,False,False,True,1481.448,3,3,1183,60,3603.473
n50_s2029_e5,50,2029,147,routine,One-Shot LLM,ground,ground0,1000.0,37805.209,37553.024,7.701,223.46,21.024,False,10752.154,124.791004,1,0,False,False,False,1032.943,0,1,574,21,1032.782
n50_s2029_e5,50,2029,147,routine,Single Domain,leo,sat0,1000.0,359.174,147.261,27.904,182.958,1.051,True,359.174,4.168624,1,0,False,False,False,972.003,1,1,266,19,971.876
n50_s2029_e6,50,2029,149,safety,AAI-CDOS,uav,ground1,150.0,41.204,10.802,11.176,0.0,19.227,True,41.204,0.286743,1,0,True,False,False,1844.949,6,4,2389,89,3469.391
n50_s2029_e6,50,2029,149,safety,Independent Agents,ground,ground0,150.0,738.713,714.311,5.176,0.0,19.227,False,10899.907,75.853537,1,0,False,False,True,1197.793,3,3,1229,61,3217.292
n50_s2029_e6,50,2029,149,safety,One-Shot LLM,ground,ground1,150.0,738.713,714.311,5.176,0.0,19.227,False,10899.907,75.853537,1,0,False,False,False,840.232,0,1,575,21,840.046
n50_s2029_e6,50,2029,149,safety,Single Domain,uav,uav3,150.0,657.864,10.802,6.176,0.0,640.886,False,10899.907,75.853537,1,0,False,False,False,989.575,1,1,267,20,989.41
