scheme,vehicles,seed,access,compute,count,share
AAI-CDOS,10,2026,ground,ground,5,0.002777777777777778
AAI-CDOS,10,2026,ground,ground,4,0.0022222222222222222
AAI-CDOS,10,2026,ground,sat,12,0.006666666666666667
AAI-CDOS,10,2026,leo,ground,183,0.10166666666666667
AAI-CDOS,10,2026,leo,ground,182,0.10111111111111111
AAI-CDOS,10,2026,leo,sat,421,0.2338888888888889
AAI-CDOS,10,2026,uav,ground,215,0.11944444444444445
AAI-CDOS,10,2026,uav,ground,228,0.12666666666666668
AAI-CDOS,10,2026,uav,sat,550,0.3055555555555556
Single Domain,10,2026,ground,ground,22,0.012222222222222223
Single Domain,10,2026,leo,sat,796,0.44222222222222224
Single Domain,10,2026,uav,uav,211,0.11722222222222223
Single Domain,10,2026,uav,uav,187,0.10388888888888889
Single Domain,10,2026,uav,uav,202,0.11222222222222222
Single Domain,10,2026,uav,uav,181,0.10055555555555555
Single Domain,10,2026,uav,uav,201,0.11166666666666666
Independent Agents,10,2026,ground,ground,3,0.0016666666666666668
Independent Agents,10,2026,ground,ground,5,0.002777777777777778
Independent Agents,10,2026,ground,sat,14,0.0077777777777777776
Independent Agents,10,2026,leo,ground,148,0.08222222222222222
Independent Agents,10,2026,leo,ground,147,0.08166666666666667
Independent Agents,10,2026,leo,sat,501,0.2783333333333333
Independent Agents,10,2026,uav,ground,180,0.1
Independent Agents,10,2026,uav,ground,180,0.1
Independent Agents,10,2026,uav,sat,622,0.34555555555555556
One-Shot LLM,10,2026,ground,ground,40,0.022222222222222223
One-Shot LLM,10,2026,ground,ground,31,0.017222222222222222
One-Shot LLM,10,2026,ground,sat,33,0.018333333333333333
One-Shot LLM,10,2026,leo,sat,636,0.35333333333333333
One-Shot LLM,10,2026,uav,ground,283,0.15722222222222224
One-Shot LLM,10,2026,uav,ground,276,0.15333333333333332
One-Shot LLM,10,2026,uav,sat,474,0.2633333333333333
One-Shot LLM,10,2026,uav,uav,8,0.0044444444444444444
One-Shot LLM,10,2026,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2026,uav,uav,9,0.005
One-Shot LLM,10,2026,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2026,uav,uav,6,0.0033333333333333335
AAI-CDOS,10,2027,ground,ground,2,0.0011111111111111111
AAI-CDOS,10,2027,ground,ground,2,0.0011111111111111111
AAI-CDOS,10,2027,ground,sat,4,0.0022222222222222222
AAI-CDOS,10,2027,leo,ground,248,0.13777777777777778
AAI-CDOS,10,2027,leo,ground,255,0.14166666666666666
AAI-CDOS,10,2027,leo,sat,519,0.28833333333333333
AAI-CDOS,10,2027,uav,ground,195,0.10833333333333334
AAI-CDOS,10,2027,uav,ground,184,0.10222222222222223
AAI-CDOS,10,2027,uav,sat,391,0.21722222222222223
Single Domain,10,2027,ground,ground,7,0.0038888888888888888
Single Domain,10,2027,leo,sat,1031,0.5727777777777778
Single Domain,10,2027,uav,uav,147,0.08166666666666667
Single Domain,10,2027,uav,uav,175,0.09722222222222222
Single Domain,10,2027,uav,uav,137,0.07611111111111112
Single Domain,10,2027,uav,uav,146,0.0811111111111111
Single Domain,10,2027,uav,uav,157,0.08722222222222223
Independent Agents,10,2027,ground,ground,4,0.0022222222222222222
Independent Agents,10,2027,ground,sat,3,0.0016666666666666668
Independent Agents,10,2027,leo,ground,195,0.10833333333333334
Independent Agents,10,2027,leo,ground,205,0.11388888888888889
Independent Agents,10,2027,leo,sat,631,0.35055555555555556
Independent Agents,10,2027,uav,ground,144,0.08
Independent Agents,10,2027,uav,ground,145,0.08055555555555556
Independent Agents,10,2027,uav,sat,473,0.2627777777777778
One-Shot LLM,10,2027,ground,ground,28,0.015555555555555555
One-Shot LLM,10,2027,ground,ground,14,0.0077777777777777776
One-Shot LLM,10,2027,ground,sat,27,0.015
One-Shot LLM,10,2027,leo,sat,866,0.4811111111111111
One-Shot LLM,10,2027,uav,ground,230,0.12777777777777777
One-Shot LLM,10,2027,uav,ground,266,0.14777777777777779
One-Shot LLM,10,2027,uav,sat,361,0.20055555555555554
One-Shot LLM,10,2027,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2027,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2027,uav,uav,2,0.0011111111111111111
AAI-CDOS,10,2028,ground,ground,8,0.0044444444444444444
AAI-CDOS,10,2028,ground,ground,7,0.0038888888888888888
AAI-CDOS,10,2028,ground,sat,16,0.008888888888888889
AAI-CDOS,10,2028,leo,ground,209,0.11611111111111111
AAI-CDOS,10,2028,leo,ground,217,0.12055555555555555
AAI-CDOS,10,2028,leo,sat,477,0.265
AAI-CDOS,10,2028,uav,ground,202,0.11222222222222222
AAI-CDOS,10,2028,uav,ground,193,0.10722222222222222
AAI-CDOS,10,2028,uav,sat,471,0.26166666666666666
Single Domain,10,2028,ground,ground,18,0.01
Single Domain,10,2028,ground,ground,15,0.008333333333333333
Single Domain,10,2028,leo,sat,912,0.5066666666666667
Single Domain,10,2028,uav,uav,172,0.09555555555555556
Single Domain,10,2028,uav,uav,179,0.09944444444444445
Single Domain,10,2028,uav,uav,171,0.095
Single Domain,10,2028,uav,uav,162,0.09
Single Domain,10,2028,uav,uav,171,0.095
Independent Agents,10,2028,ground,ground,4,0.0022222222222222222
Independent Agents,10,2028,ground,ground,6,0.0033333333333333335
Independent Agents,10,2028,ground,sat,23,0.012777777777777779
Independent Agents,10,2028,leo,ground,180,0.1
Independent Agents,10,2028,leo,ground,157,0.08722222222222223
Independent Agents,10,2028,leo,sat,575,0.3194444444444444
Independent Agents,10,2028,uav,ground,120,0.06666666666666667
Independent Agents,10,2028,uav,ground,179,0.09944444444444445
Independent Agents,10,2028,uav,sat,556,0.3088888888888889
One-Shot LLM,10,2028,ground,ground,34,0.01888888888888889
One-Shot LLM,10,2028,ground,ground,36,0.02
One-Shot LLM,10,2028,ground,sat,34,0.01888888888888889
One-Shot LLM,10,2028,leo,sat,721,0.40055555555555555
One-Shot LLM,10,2028,uav,ground,267,0.14833333333333334
One-Shot LLM,10,2028,uav,ground,291,0.16166666666666665
One-Shot LLM,10,2028,uav,sat,397,0.22055555555555556
One-Shot LLM,10,2028,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2028,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2028,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2028,uav,uav,6,0.0033333333333333335
One-Shot LLM,10,2028,uav,uav,5,0.002777777777777778
AAI-CDOS,10,2029,ground,ground,4,0.0022222222222222222
AAI-CDOS,10,2029,ground,sat,9,0.005
AAI-CDOS,10,2029,leo,ground,151,0.08388888888888889
AAI-CDOS,10,2029,leo,ground,155,0.08611111111111111
AAI-CDOS,10,2029,leo,sat,394,0.21888888888888888
AAI-CDOS,10,2029,uav,ground,242,0.13444444444444445
AAI-CDOS,10,2029,uav,ground,233,0.12944444444444445
AAI-CDOS,10,2029,uav,sat,612,0.34
Single Domain,10,2029,ground,ground,2,0.0011111111111111111
Single Domain,10,2029,ground,ground,10,0.005555555555555556
Single Domain,10,2029,leo,sat,705,0.39166666666666666
Single Domain,10,2029,uav,uav,205,0.11388888888888889
Single Domain,10,2029,uav,uav,227,0.12611111111111112
Single Domain,10,2029,uav,uav,216,0.12
Single Domain,10,2029,uav,uav,206,0.11444444444444445
Single Domain,10,2029,uav,uav,229,0.1272222222222222
Independent Agents,10,2029,ground,ground,1,0.0005555555555555556
Independent Agents,10,2029,ground,ground,3,0.0016666666666666668
Independent Agents,10,2029,ground,sat,8,0.0044444444444444444
Independent Agents,10,2029,leo,ground,142,0.07888888888888888
Independent Agents,10,2029,leo,ground,108,0.06
Independent Agents,10,2029,leo,sat,455,0.25277777777777777
Independent Agents,10,2029,uav,ground,134,0.07444444444444444
Independent Agents,10,2029,uav,ground,210,0.11666666666666667
Independent Agents,10,2029,uav,sat,739,0.41055555555555556
One-Shot LLM,10,2029,ground,ground,35,0.019444444444444445
One-Shot LLM,10,2029,ground,ground,22,0.012222222222222223
One-Shot LLM,10,2029,ground,sat,28,0.015555555555555555
One-Shot LLM,10,2029,leo,sat,592,0.3288888888888889
One-Shot LLM,10,2029,uav,ground,317,0.1761111111111111
One-Shot LLM,10,2029,uav,ground,288,0.16
One-Shot LLM,10,2029,uav,sat,498,0.27666666666666667
One-Shot LLM,10,2029,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2029,uav,uav,1,0.0005555555555555556
One-Shot LLM,10,2029,uav,uav,6,0.0033333333333333335
One-Shot LLM,10,2029,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2029,uav,uav,5,0.002777777777777778
AAI-CDOS,10,2030,ground,sat,1,0.0005555555555555556
AAI-CDOS,10,2030,leo,ground,205,0.11388888888888889
AAI-CDOS,10,2030,leo,ground,212,0.11777777777777777
AAI-CDOS,10,2030,leo,sat,487,0.27055555555555555
AAI-CDOS,10,2030,uav,ground,213,0.11833333333333333
AAI-CDOS,10,2030,uav,ground,195,0.10833333333333334
AAI-CDOS,10,2030,uav,sat,487,0.27055555555555555
Single Domain,10,2030,leo,sat,910,0.5055555555555555
Single Domain,10,2030,uav,uav,190,0.10555555555555556
Single Domain,10,2030,uav,uav,171,0.095
Single Domain,10,2030,uav,uav,167,0.09277777777777778
Single Domain,10,2030,uav,uav,168,0.09333333333333334
Single Domain,10,2030,uav,uav,194,0.10777777777777778
Independent Agents,10,2030,leo,ground,124,0.06888888888888889
Independent Agents,10,2030,leo,ground,158,0.08777777777777777
Independent Agents,10,2030,leo,sat,628,0.3488888888888889
Independent Agents,10,2030,uav,ground,236,0.13111111111111112
Independent Agents,10,2030,uav,ground,156,0.08666666666666667
Independent Agents,10,2030,uav,sat,498,0.27666666666666667
One-Shot LLM,10,2030,ground,ground,21,0.011666666666666667
One-Shot LLM,10,2030,ground,ground,18,0.01
One-Shot LLM,10,2030,ground,sat,18,0.01
One-Shot LLM,10,2030,leo,sat,756,0.42
One-Shot LLM,10,2030,uav,ground,298,0.16555555555555557
One-Shot LLM,10,2030,uav,ground,276,0.15333333333333332
One-Shot LLM,10,2030,uav,sat,393,0.21833333333333332
One-Shot LLM,10,2030,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2030,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2030,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2030,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2030,uav,uav,4,0.0022222222222222222
AAI-CDOS,10,2031,ground,ground,6,0.0033333333333333335
AAI-CDOS,10,2031,ground,ground,3,0.0016666666666666668
AAI-CDOS,10,2031,ground,sat,23,0.012777777777777779
AAI-CDOS,10,2031,leo,ground,90,0.05
AAI-CDOS,10,2031,leo,ground,90,0.05
AAI-CDOS,10,2031,leo,sat,280,0.15555555555555556
AAI-CDOS,10,2031,uav,ground,261,0.145
AAI-CDOS,10,2031,uav,ground,254,0.1411111111111111
AAI-CDOS,10,2031,uav,sat,793,0.44055555555555553
Single Domain,10,2031,ground,ground,13,0.007222222222222222
Single Domain,10,2031,ground,ground,14,0.0077777777777777776
Single Domain,10,2031,leo,sat,458,0.2544444444444444
Single Domain,10,2031,uav,uav,264,0.14666666666666667
Single Domain,10,2031,uav,uav,269,0.14944444444444444
Single Domain,10,2031,uav,uav,258,0.14333333333333334
Single Domain,10,2031,uav,uav,269,0.14944444444444444
Single Domain,10,2031,uav,uav,255,0.14166666666666666
Independent Agents,10,2031,ground,ground,3,0.0016666666666666668
Independent Agents,10,2031,ground,ground,8,0.0044444444444444444
Independent Agents,10,2031,ground,sat,16,0.008888888888888889
Independent Agents,10,2031,leo,ground,63,0.035
Independent Agents,10,2031,leo,ground,64,0.035555555555555556
Independent Agents,10,2031,leo,sat,331,0.18388888888888888
Independent Agents,10,2031,uav,ground,198,0.11
Independent Agents,10,2031,uav,ground,202,0.11222222222222222
Independent Agents,10,2031,uav,sat,915,0.5083333333333333
One-Shot LLM,10,2031,ground,ground,38,0.021111111111111112
One-Shot LLM,10,2031,ground,ground,42,0.023333333333333334
One-Shot LLM,10,2031,ground,sat,30,0.016666666666666666
One-Shot LLM,10,2031,leo,sat,397,0.22055555555555556
One-Shot LLM,10,2031,uav,ground,342,0.19
One-Shot LLM,10,2031,uav,ground,336,0.18666666666666668
One-Shot LLM,10,2031,uav,sat,595,0.33055555555555555
One-Shot LLM,10,2031,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2031,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2031,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2031,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2031,uav,uav,3,0.0016666666666666668
AAI-CDOS,10,2032,ground,ground,5,0.002777777777777778
AAI-CDOS,10,2032,ground,ground,2,0.0011111111111111111
AAI-CDOS,10,2032,ground,sat,9,0.005
AAI-CDOS,10,2032,leo,ground,171,0.095
AAI-CDOS,10,2032,leo,ground,178,0.09888888888888889
AAI-CDOS,10,2032,leo,sat,431,0.23944444444444443
AAI-CDOS,10,2032,uav,ground,218,0.12111111111111111
AAI-CDOS,10,2032,uav,ground,206,0.11444444444444445
AAI-CDOS,10,2032,uav,sat,580,0.32222222222222224
Single Domain,10,2032,ground,ground,15,0.008333333333333333
Single Domain,10,2032,leo,sat,787,0.43722222222222223
Single Domain,10,2032,uav,uav,179,0.09944444444444445
Single Domain,10,2032,uav,uav,180,0.1
Single Domain,10,2032,uav,uav,210,0.11666666666666667
Single Domain,10,2032,uav,uav,211,0.11722222222222223
Single Domain,10,2032,uav,uav,218,0.12111111111111111
Independent Agents,10,2032,ground,ground,3,0.0016666666666666668
Independent Agents,10,2032,ground,ground,1,0.0005555555555555556
Independent Agents,10,2032,ground,sat,11,0.006111111111111111
Independent Agents,10,2032,leo,ground,118,0.06555555555555556
Independent Agents,10,2032,leo,ground,164,0.09111111111111111
Independent Agents,10,2032,leo,sat,505,0.28055555555555556
Independent Agents,10,2032,uav,ground,232,0.1288888888888889
Independent Agents,10,2032,uav,ground,116,0.06444444444444444
Independent Agents,10,2032,uav,sat,650,0.3611111111111111
One-Shot LLM,10,2032,ground,ground,30,0.016666666666666666
One-Shot LLM,10,2032,ground,ground,27,0.015
One-Shot LLM,10,2032,ground,sat,34,0.01888888888888889
One-Shot LLM,10,2032,leo,sat,631,0.35055555555555556
One-Shot LLM,10,2032,uav,ground,296,0.16444444444444445
One-Shot LLM,10,2032,uav,ground,286,0.15888888888888889
One-Shot LLM,10,2032,uav,sat,480,0.26666666666666666
One-Shot LLM,10,2032,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2032,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2032,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2032,uav,uav,1,0.0005555555555555556
One-Shot LLM,10,2032,uav,uav,6,0.0033333333333333335
AAI-CDOS,10,2033,ground,ground,1,0.0005555555555555556
AAI-CDOS,10,2033,ground,ground,2,0.0011111111111111111
AAI-CDOS,10,2033,ground,sat,5,0.002777777777777778
AAI-CDOS,10,2033,leo,ground,273,0.15166666666666667
AAI-CDOS,10,2033,leo,ground,265,0.14722222222222223
AAI-CDOS,10,2033,leo,sat,534,0.2966666666666667
AAI-CDOS,10,2033,uav,ground,152,0.08444444444444445
AAI-CDOS,10,2033,uav,ground,169,0.09388888888888888
AAI-CDOS,10,2033,uav,sat,399,0.22166666666666668
Single Domain,10,2033,ground,ground,6,0.0033333333333333335
Single Domain,10,2033,leo,sat,1073,0.5961111111111111
Single Domain,10,2033,uav,uav,154,0.08555555555555555
Single Domain,10,2033,uav,uav,155,0.08611111111111111
Single Domain,10,2033,uav,uav,144,0.08
Single Domain,10,2033,uav,uav,128,0.07111111111111111
Single Domain,10,2033,uav,uav,140,0.07777777777777778
Independent Agents,10,2033,ground,ground,2,0.0011111111111111111
Independent Agents,10,2033,ground,ground,1,0.0005555555555555556
Independent Agents,10,2033,ground,sat,3,0.0016666666666666668
Independent Agents,10,2033,leo,ground,192,0.10666666666666667
Independent Agents,10,2033,leo,ground,180,0.1
Independent Agents,10,2033,leo,sat,701,0.3894444444444444
Independent Agents,10,2033,uav,ground,169,0.09388888888888888
Independent Agents,10,2033,uav,ground,200,0.1111111111111111
Independent Agents,10,2033,uav,sat,352,0.19555555555555557
One-Shot LLM,10,2033,ground,ground,23,0.012777777777777779
One-Shot LLM,10,2033,ground,ground,21,0.011666666666666667
One-Shot LLM,10,2033,ground,sat,22,0.012222222222222223
One-Shot LLM,10,2033,leo,sat,882,0.49
One-Shot LLM,10,2033,uav,ground,266,0.14777777777777779
One-Shot LLM,10,2033,uav,ground,246,0.13666666666666666
One-Shot LLM,10,2033,uav,sat,326,0.1811111111111111
One-Shot LLM,10,2033,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2033,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2033,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2033,uav,uav,1,0.0005555555555555556
One-Shot LLM,10,2033,uav,uav,4,0.0022222222222222222
AAI-CDOS,10,2034,ground,ground,2,0.0011111111111111111
AAI-CDOS,10,2034,ground,sat,5,0.002777777777777778
AAI-CDOS,10,2034,leo,ground,151,0.08388888888888889
AAI-CDOS,10,2034,leo,ground,149,0.08277777777777778
AAI-CDOS,10,2034,leo,sat,378,0.21
AAI-CDOS,10,2034,uav,ground,237,0.13166666666666665
AAI-CDOS,10,2034,uav,ground,246,0.13666666666666666
AAI-CDOS,10,2034,uav,sat,632,0.3511111111111111
Single Domain,10,2034,ground,ground,5,0.002777777777777778
Single Domain,10,2034,ground,ground,4,0.0022222222222222222
Single Domain,10,2034,leo,sat,684,0.38
Single Domain,10,2034,uav,uav,212,0.11777777777777777
Single Domain,10,2034,uav,uav,230,0.12777777777777777
Single Domain,10,2034,uav,uav,229,0.1272222222222222
Single Domain,10,2034,uav,uav,212,0.11777777777777777
Single Domain,10,2034,uav,uav,224,0.12444444444444444
Independent Agents,10,2034,ground,ground,3,0.0016666666666666668
Independent Agents,10,2034,ground,ground,3,0.0016666666666666668
Independent Agents,10,2034,ground,sat,3,0.0016666666666666668
Independent Agents,10,2034,leo,ground,93,0.051666666666666666
Independent Agents,10,2034,leo,ground,124,0.06888888888888889
Independent Agents,10,2034,leo,sat,467,0.2594444444444444
Independent Agents,10,2034,uav,ground,243,0.135
Independent Agents,10,2034,uav,ground,183,0.10166666666666667
Independent Agents,10,2034,uav,sat,681,0.37833333333333335
One-Shot LLM,10,2034,ground,ground,19,0.010555555555555556
One-Shot LLM,10,2034,ground,ground,25,0.013888888888888888
One-Shot LLM,10,2034,ground,sat,28,0.015555555555555555
One-Shot LLM,10,2034,leo,sat,570,0.31666666666666665
One-Shot LLM,10,2034,uav,ground,323,0.17944444444444443
One-Shot LLM,10,2034,uav,ground,336,0.18666666666666668
One-Shot LLM,10,2034,uav,sat,476,0.2644444444444444
One-Shot LLM,10,2034,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2034,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2034,uav,uav,8,0.0044444444444444444
One-Shot LLM,10,2034,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2034,uav,uav,5,0.002777777777777778
AAI-CDOS,10,2035,ground,ground,1,0.0005555555555555556
AAI-CDOS,10,2035,ground,sat,2,0.0011111111111111111
AAI-CDOS,10,2035,leo,ground,226,0.12555555555555556
AAI-CDOS,10,2035,leo,ground,249,0.13833333333333334
AAI-CDOS,10,2035,leo,sat,514,0.28555555555555556
AAI-CDOS,10,2035,uav,ground,200,0.1111111111111111
AAI-CDOS,10,2035,uav,ground,184,0.10222222222222223
AAI-CDOS,10,2035,uav,sat,424,0.23555555555555555
Single Domain,10,2035,ground,ground,2,0.0011111111111111111
Single Domain,10,2035,leo,sat,998,0.5544444444444444
Single Domain,10,2035,uav,uav,155,0.08611111111111111
Single Domain,10,2035,uav,uav,146,0.0811111111111111
Single Domain,10,2035,uav,uav,179,0.09944444444444445
Single Domain,10,2035,uav,uav,163,0.09055555555555556
Single Domain,10,2035,uav,uav,157,0.08722222222222223
Independent Agents,10,2035,ground,sat,2,0.0011111111111111111
Independent Agents,10,2035,leo,ground,178,0.09888888888888889
Independent Agents,10,2035,leo,ground,179,0.09944444444444445
Independent Agents,10,2035,leo,sat,641,0.3561111111111111
Independent Agents,10,2035,uav,ground,167,0.09277777777777778
Independent Agents,10,2035,uav,ground,129,0.07166666666666667
Independent Agents,10,2035,uav,sat,504,0.28
One-Shot LLM,10,2035,ground,ground,15,0.008333333333333333
One-Shot LLM,10,2035,ground,ground,14,0.0077777777777777776
One-Shot LLM,10,2035,ground,sat,23,0.012777777777777779
One-Shot LLM,10,2035,leo,sat,818,0.45444444444444443
One-Shot LLM,10,2035,uav,ground,257,0.14277777777777778
One-Shot LLM,10,2035,uav,ground,258,0.14333333333333334
One-Shot LLM,10,2035,uav,sat,400,0.2222222222222222
One-Shot LLM,10,2035,uav,uav,6,0.0033333333333333335
One-Shot LLM,10,2035,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2035,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2035,uav,uav,1,0.0005555555555555556
One-Shot LLM,10,2035,uav,uav,2,0.0011111111111111111
AAI-CDOS,10,2036,ground,ground,4,0.0022222222222222222
AAI-CDOS,10,2036,ground,sat,6,0.0033333333333333335
AAI-CDOS,10,2036,leo,ground,149,0.08277777777777778
AAI-CDOS,10,2036,leo,ground,132,0.07333333333333333
AAI-CDOS,10,2036,leo,sat,385,0.21388888888888888
AAI-CDOS,10,2036,uav,ground,243,0.135
AAI-CDOS,10,2036,uav,ground,235,0.13055555555555556
AAI-CDOS,10,2036,uav,sat,646,0.35888888888888887
Single Domain,10,2036,ground,ground,2,0.0011111111111111111
Single Domain,10,2036,ground,ground,7,0.0038888888888888888
Single Domain,10,2036,leo,sat,661,0.3672222222222222
Single Domain,10,2036,uav,uav,211,0.11722222222222223
Single Domain,10,2036,uav,uav,212,0.11777777777777777
Single Domain,10,2036,uav,uav,237,0.13166666666666665
Single Domain,10,2036,uav,uav,247,0.13722222222222222
Single Domain,10,2036,uav,uav,223,0.1238888888888889
Independent Agents,10,2036,ground,ground,1,0.0005555555555555556
Independent Agents,10,2036,ground,sat,8,0.0044444444444444444
Independent Agents,10,2036,leo,ground,96,0.05333333333333334
Independent Agents,10,2036,leo,ground,119,0.0661111111111111
Independent Agents,10,2036,leo,sat,446,0.2477777777777778
Independent Agents,10,2036,uav,ground,209,0.11611111111111111
Independent Agents,10,2036,uav,ground,187,0.10388888888888889
Independent Agents,10,2036,uav,sat,734,0.4077777777777778
One-Shot LLM,10,2036,ground,ground,28,0.015555555555555555
One-Shot LLM,10,2036,ground,ground,31,0.017222222222222222
One-Shot LLM,10,2036,ground,sat,23,0.012777777777777779
One-Shot LLM,10,2036,leo,sat,531,0.295
One-Shot LLM,10,2036,uav,ground,310,0.17222222222222222
One-Shot LLM,10,2036,uav,ground,335,0.18611111111111112
One-Shot LLM,10,2036,uav,sat,528,0.29333333333333333
One-Shot LLM,10,2036,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2036,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2036,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2036,uav,uav,1,0.0005555555555555556
AAI-CDOS,10,2037,ground,ground,5,0.002777777777777778
AAI-CDOS,10,2037,ground,ground,4,0.0022222222222222222
AAI-CDOS,10,2037,ground,sat,20,0.011111111111111112
AAI-CDOS,10,2037,leo,ground,168,0.09333333333333334
AAI-CDOS,10,2037,leo,ground,159,0.08833333333333333
AAI-CDOS,10,2037,leo,sat,411,0.22833333333333333
AAI-CDOS,10,2037,uav,ground,191,0.10611111111111111
AAI-CDOS,10,2037,uav,ground,222,0.12333333333333334
AAI-CDOS,10,2037,uav,sat,620,0.34444444444444444
Single Domain,10,2037,ground,ground,24,0.013333333333333334
Single Domain,10,2037,ground,ground,5,0.002777777777777778
Single Domain,10,2037,leo,sat,739,0.41055555555555556
Single Domain,10,2037,uav,uav,198,0.11
Single Domain,10,2037,uav,uav,216,0.12
Single Domain,10,2037,uav,uav,204,0.11333333333333333
Single Domain,10,2037,uav,uav,212,0.11777777777777777
Single Domain,10,2037,uav,uav,202,0.11222222222222222
Independent Agents,10,2037,ground,ground,1,0.0005555555555555556
Independent Agents,10,2037,ground,ground,1,0.0005555555555555556
Independent Agents,10,2037,ground,sat,27,0.015
Independent Agents,10,2037,leo,ground,131,0.07277777777777777
Independent Agents,10,2037,leo,ground,155,0.08611111111111111
Independent Agents,10,2037,leo,sat,453,0.25166666666666665
Independent Agents,10,2037,uav,ground,142,0.07888888888888888
Independent Agents,10,2037,uav,ground,109,0.06055555555555556
Independent Agents,10,2037,uav,sat,781,0.4338888888888889
One-Shot LLM,10,2037,ground,ground,31,0.017222222222222222
One-Shot LLM,10,2037,ground,ground,27,0.015
One-Shot LLM,10,2037,ground,sat,34,0.01888888888888889
One-Shot LLM,10,2037,leo,sat,607,0.3372222222222222
One-Shot LLM,10,2037,uav,ground,299,0.1661111111111111
One-Shot LLM,10,2037,uav,ground,296,0.16444444444444445
One-Shot LLM,10,2037,uav,sat,487,0.27055555555555555
One-Shot LLM,10,2037,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2037,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2037,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2037,uav,uav,7,0.0038888888888888888
One-Shot LLM,10,2037,uav,uav,4,0.0022222222222222222
AAI-CDOS,10,2038,ground,ground,10,0.005555555555555556
AAI-CDOS,10,2038,ground,ground,6,0.0033333333333333335
AAI-CDOS,10,2038,ground,sat,8,0.0044444444444444444
AAI-CDOS,10,2038,leo,ground,221,0.12277777777777778
AAI-CDOS,10,2038,leo,ground,219,0.12166666666666667
AAI-CDOS,10,2038,leo,sat,504,0.28
AAI-CDOS,10,2038,uav,ground,208,0.11555555555555555
AAI-CDOS,10,2038,uav,ground,210,0.11666666666666667
AAI-CDOS,10,2038,uav,sat,414,0.23
Single Domain,10,2038,ground,ground,21,0.011666666666666667
Single Domain,10,2038,ground,ground,4,0.0022222222222222222
Single Domain,10,2038,leo,sat,956,0.5311111111111111
Single Domain,10,2038,uav,uav,172,0.09555555555555556
Single Domain,10,2038,uav,uav,171,0.095
Single Domain,10,2038,uav,uav,163,0.09055555555555556
Single Domain,10,2038,uav,uav,160,0.08888888888888889
Single Domain,10,2038,uav,uav,153,0.085
Independent Agents,10,2038,ground,ground,18,0.01
Independent Agents,10,2038,ground,ground,3,0.0016666666666666668
Independent Agents,10,2038,ground,sat,4,0.0022222222222222222
Independent Agents,10,2038,leo,ground,214,0.11888888888888889
Independent Agents,10,2038,leo,ground,119,0.0661111111111111
Independent Agents,10,2038,leo,sat,623,0.3461111111111111
Independent Agents,10,2038,uav,ground,69,0.03833333333333333
Independent Agents,10,2038,uav,ground,216,0.12
Independent Agents,10,2038,uav,sat,534,0.2966666666666667
One-Shot LLM,10,2038,ground,ground,30,0.016666666666666666
One-Shot LLM,10,2038,ground,ground,25,0.013888888888888888
One-Shot LLM,10,2038,ground,sat,36,0.02
One-Shot LLM,10,2038,leo,sat,806,0.4477777777777778
One-Shot LLM,10,2038,uav,ground,259,0.1438888888888889
One-Shot LLM,10,2038,uav,ground,249,0.13833333333333334
One-Shot LLM,10,2038,uav,sat,373,0.20722222222222222
One-Shot LLM,10,2038,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2038,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2038,uav,uav,8,0.0044444444444444444
One-Shot LLM,10,2038,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2038,uav,uav,4,0.0022222222222222222
AAI-CDOS,10,2039,ground,ground,1,0.0005555555555555556
