scheme,vehicles,seed,access,compute,count,share
One-Shot LLM,10,2049,ground,sat,23,0.012777777777777779
One-Shot LLM,10,2049,leo,sat,670,0.37222222222222223
One-Shot LLM,10,2049,uav,ground,281,0.15611111111111112
One-Shot LLM,10,2049,uav,ground,289,0.16055555555555556
One-Shot LLM,10,2049,uav,sat,456,0.25333333333333335
One-Shot LLM,10,2049,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2049,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2049,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2049,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2049,uav,uav,2,0.0011111111111111111
AAI-CDOS,10,2050,ground,ground,1,0.0005555555555555556
AAI-CDOS,10,2050,ground,ground,3,0.0016666666666666668
AAI-CDOS,10,2050,ground,sat,10,0.005555555555555556
AAI-CDOS,10,2050,leo,ground,177,0.09833333333333333
AAI-CDOS,10,2050,leo,ground,171,0.095
AAI-CDOS,10,2050,leo,sat,475,0.2638888888888889
AAI-CDOS,10,2050,uav,ground,203,0.11277777777777778
AAI-CDOS,10,2050,uav,ground,199,0.11055555555555556
AAI-CDOS,10,2050,uav,sat,561,0.31166666666666665
Single Domain,10,2050,ground,ground,11,0.006111111111111111
Single Domain,10,2050,ground,ground,4,0.0022222222222222222
Single Domain,10,2050,leo,sat,825,0.4583333333333333
Single Domain,10,2050,uav,uav,192,0.10666666666666667
Single Domain,10,2050,uav,uav,178,0.09888888888888889
Single Domain,10,2050,uav,uav,197,0.10944444444444444
Single Domain,10,2050,uav,uav,199,0.11055555555555556
Single Domain,10,2050,uav,uav,194,0.10777777777777778
Independent Agents,10,2050,ground,ground,3,0.0016666666666666668
Independent Agents,10,2050,ground,sat,12,0.006666666666666667
Independent Agents,10,2050,leo,ground,160,0.08888888888888889
Independent Agents,10,2050,leo,ground,128,0.07111111111111111
Independent Agents,10,2050,leo,sat,537,0.29833333333333334
Independent Agents,10,2050,uav,ground,136,0.07555555555555556
Independent Agents,10,2050,uav,ground,153,0.085
Independent Agents,10,2050,uav,sat,671,0.37277777777777776
One-Shot LLM,10,2050,ground,ground,29,0.01611111111111111
One-Shot LLM,10,2050,ground,ground,31,0.017222222222222222
One-Shot LLM,10,2050,ground,sat,26,0.014444444444444444
One-Shot LLM,10,2050,leo,sat,676,0.37555555555555553
One-Shot LLM,10,2050,uav,ground,290,0.16111111111111112
One-Shot LLM,10,2050,uav,ground,290,0.16111111111111112
One-Shot LLM,10,2050,uav,sat,439,0.24388888888888888
One-Shot LLM,10,2050,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2050,uav,uav,1,0.0005555555555555556
One-Shot LLM,10,2050,uav,uav,7,0.0038888888888888888
One-Shot LLM,10,2050,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2050,uav,uav,2,0.0011111111111111111
AAI-CDOS,10,2051,ground,ground,3,0.0016666666666666668
AAI-CDOS,10,2051,ground,sat,3,0.0016666666666666668
AAI-CDOS,10,2051,leo,ground,188,0.10444444444444445
AAI-CDOS,10,2051,leo,ground,159,0.08833333333333333
AAI-CDOS,10,2051,leo,sat,440,0.24444444444444444
AAI-CDOS,10,2051,uav,ground,210,0.11666666666666667
AAI-CDOS,10,2051,uav,ground,214,0.11888888888888889
AAI-CDOS,10,2051,uav,sat,583,0.3238888888888889
Single Domain,10,2051,ground,ground,3,0.0016666666666666668
Single Domain,10,2051,ground,ground,3,0.0016666666666666668
Single Domain,10,2051,leo,sat,791,0.43944444444444447
Single Domain,10,2051,uav,uav,219,0.12166666666666667
Single Domain,10,2051,uav,uav,201,0.11166666666666666
Single Domain,10,2051,uav,uav,192,0.10666666666666667
Single Domain,10,2051,uav,uav,201,0.11166666666666666
Single Domain,10,2051,uav,uav,190,0.10555555555555556
Independent Agents,10,2051,ground,sat,6,0.0033333333333333335
Independent Agents,10,2051,leo,ground,150,0.08333333333333333
Independent Agents,10,2051,leo,ground,123,0.06833333333333333
Independent Agents,10,2051,leo,sat,518,0.2877777777777778
Independent Agents,10,2051,uav,ground,102,0.056666666666666664
Independent Agents,10,2051,uav,ground,185,0.10277777777777777
Independent Agents,10,2051,uav,sat,716,0.3977777777777778
One-Shot LLM,10,2051,ground,ground,15,0.008333333333333333
One-Shot LLM,10,2051,ground,ground,26,0.014444444444444444
One-Shot LLM,10,2051,ground,sat,19,0.010555555555555556
One-Shot LLM,10,2051,leo,sat,652,0.3622222222222222
One-Shot LLM,10,2051,uav,ground,293,0.16277777777777777
One-Shot LLM,10,2051,uav,ground,297,0.165
One-Shot LLM,10,2051,uav,sat,474,0.2633333333333333
One-Shot LLM,10,2051,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2051,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2051,uav,uav,7,0.0038888888888888888
One-Shot LLM,10,2051,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2051,uav,uav,4,0.0022222222222222222
AAI-CDOS,10,2052,ground,ground,4,0.0022222222222222222
AAI-CDOS,10,2052,ground,ground,4,0.0022222222222222222
AAI-CDOS,10,2052,ground,sat,8,0.0044444444444444444
AAI-CDOS,10,2052,leo,ground,231,0.12833333333333333
AAI-CDOS,10,2052,leo,ground,187,0.10388888888888889
AAI-CDOS,10,2052,leo,sat,485,0.26944444444444443
AAI-CDOS,10,2052,uav,ground,187,0.10388888888888889
AAI-CDOS,10,2052,uav,ground,228,0.12666666666666668
AAI-CDOS,10,2052,uav,sat,466,0.2588888888888889
Single Domain,10,2052,ground,ground,1,0.0005555555555555556
Single Domain,10,2052,ground,ground,14,0.0077777777777777776
Single Domain,10,2052,leo,sat,911,0.5061111111111111
Single Domain,10,2052,uav,uav,196,0.10888888888888888
Single Domain,10,2052,uav,uav,165,0.09166666666666666
Single Domain,10,2052,uav,uav,168,0.09333333333333334
Single Domain,10,2052,uav,uav,163,0.09055555555555556
Single Domain,10,2052,uav,uav,182,0.10111111111111111
Independent Agents,10,2052,ground,ground,1,0.0005555555555555556
Independent Agents,10,2052,ground,sat,14,0.0077777777777777776
Independent Agents,10,2052,leo,ground,149,0.08277777777777778
Independent Agents,10,2052,leo,ground,164,0.09111111111111111
Independent Agents,10,2052,leo,sat,598,0.3322222222222222
Independent Agents,10,2052,uav,ground,157,0.08722222222222223
Independent Agents,10,2052,uav,ground,193,0.10722222222222222
Independent Agents,10,2052,uav,sat,524,0.2911111111111111
One-Shot LLM,10,2052,ground,ground,32,0.017777777777777778
One-Shot LLM,10,2052,ground,ground,24,0.013333333333333334
One-Shot LLM,10,2052,ground,sat,19,0.010555555555555556
One-Shot LLM,10,2052,leo,sat,739,0.41055555555555556
One-Shot LLM,10,2052,uav,ground,301,0.16722222222222222
One-Shot LLM,10,2052,uav,ground,250,0.1388888888888889
One-Shot LLM,10,2052,uav,sat,421,0.2338888888888889
One-Shot LLM,10,2052,uav,uav,5,0.002777777777777778
One-Shot LLM,10,2052,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2052,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2052,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2052,uav,uav,2,0.0011111111111111111
AAI-CDOS,10,2053,ground,ground,8,0.0044444444444444444
AAI-CDOS,10,2053,ground,ground,6,0.0033333333333333335
AAI-CDOS,10,2053,ground,sat,17,0.009444444444444445
AAI-CDOS,10,2053,leo,ground,155,0.08611111111111111
AAI-CDOS,10,2053,leo,ground,151,0.08388888888888889
AAI-CDOS,10,2053,leo,sat,366,0.20333333333333334
AAI-CDOS,10,2053,uav,ground,231,0.12833333333333333
AAI-CDOS,10,2053,uav,ground,262,0.14555555555555555
AAI-CDOS,10,2053,uav,sat,604,0.33555555555555555
Single Domain,10,2053,ground,ground,19,0.010555555555555556
Single Domain,10,2053,ground,ground,10,0.005555555555555556
Single Domain,10,2053,leo,sat,674,0.37444444444444447
Single Domain,10,2053,uav,uav,217,0.12055555555555555
Single Domain,10,2053,uav,uav,222,0.12333333333333334
Single Domain,10,2053,uav,uav,221,0.12277777777777778
Single Domain,10,2053,uav,uav,221,0.12277777777777778
Single Domain,10,2053,uav,uav,216,0.12
Independent Agents,10,2053,ground,ground,2,0.0011111111111111111
Independent Agents,10,2053,ground,ground,11,0.006111111111111111
Independent Agents,10,2053,ground,sat,16,0.008888888888888889
Independent Agents,10,2053,leo,ground,170,0.09444444444444444
Independent Agents,10,2053,leo,ground,87,0.04833333333333333
Independent Agents,10,2053,leo,sat,417,0.23166666666666666
Independent Agents,10,2053,uav,ground,102,0.056666666666666664
Independent Agents,10,2053,uav,ground,215,0.11944444444444445
Independent Agents,10,2053,uav,sat,780,0.43333333333333335
One-Shot LLM,10,2053,ground,ground,23,0.012777777777777779
One-Shot LLM,10,2053,ground,ground,32,0.017777777777777778
One-Shot LLM,10,2053,ground,sat,28,0.015555555555555555
One-Shot LLM,10,2053,leo,sat,563,0.31277777777777777
One-Shot LLM,10,2053,uav,ground,336,0.18666666666666668
One-Shot LLM,10,2053,uav,ground,305,0.16944444444444445
One-Shot LLM,10,2053,uav,sat,492,0.2733333333333333
One-Shot LLM,10,2053,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2053,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2053,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2053,uav,uav,8,0.0044444444444444444
One-Shot LLM,10,2053,uav,uav,4,0.0022222222222222222
AAI-CDOS,10,2054,ground,ground,4,0.0022222222222222222
AAI-CDOS,10,2054,ground,ground,4,0.0022222222222222222
AAI-CDOS,10,2054,ground,sat,12,0.006666666666666667
AAI-CDOS,10,2054,leo,ground,113,0.06277777777777778
AAI-CDOS,10,2054,leo,ground,131,0.07277777777777777
AAI-CDOS,10,2054,leo,sat,333,0.185
AAI-CDOS,10,2054,uav,ground,260,0.14444444444444443
AAI-CDOS,10,2054,uav,ground,264,0.14666666666666667
AAI-CDOS,10,2054,uav,sat,679,0.37722222222222224
Single Domain,10,2054,ground,ground,4,0.0022222222222222222
Single Domain,10,2054,ground,ground,16,0.008888888888888889
Single Domain,10,2054,leo,sat,581,0.3227777777777778
Single Domain,10,2054,uav,uav,254,0.1411111111111111
Single Domain,10,2054,uav,uav,226,0.12555555555555556
Single Domain,10,2054,uav,uav,237,0.13166666666666665
Single Domain,10,2054,uav,uav,229,0.1272222222222222
Single Domain,10,2054,uav,uav,253,0.14055555555555554
Independent Agents,10,2054,ground,ground,7,0.0038888888888888888
Independent Agents,10,2054,ground,sat,13,0.007222222222222222
Independent Agents,10,2054,leo,ground,96,0.05333333333333334
Independent Agents,10,2054,leo,ground,115,0.06388888888888888
Independent Agents,10,2054,leo,sat,370,0.20555555555555555
Independent Agents,10,2054,uav,ground,187,0.10388888888888889
Independent Agents,10,2054,uav,ground,140,0.07777777777777778
Independent Agents,10,2054,uav,sat,872,0.48444444444444446
One-Shot LLM,10,2054,ground,ground,29,0.01611111111111111
One-Shot LLM,10,2054,ground,ground,32,0.017777777777777778
One-Shot LLM,10,2054,ground,sat,32,0.017777777777777778
One-Shot LLM,10,2054,leo,sat,472,0.26222222222222225
One-Shot LLM,10,2054,uav,ground,332,0.18444444444444444
One-Shot LLM,10,2054,uav,ground,355,0.19722222222222222
One-Shot LLM,10,2054,uav,sat,529,0.29388888888888887
One-Shot LLM,10,2054,uav,uav,1,0.0005555555555555556
One-Shot LLM,10,2054,uav,uav,4,0.0022222222222222222
One-Shot LLM,10,2054,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2054,uav,uav,6,0.0033333333333333335
One-Shot LLM,10,2054,uav,uav,5,0.002777777777777778
AAI-CDOS,10,2055,ground,ground,1,0.0005555555555555556
AAI-CDOS,10,2055,ground,ground,3,0.0016666666666666668
AAI-CDOS,10,2055,ground,sat,6,0.0033333333333333335
AAI-CDOS,10,2055,leo,ground,221,0.12277777777777778
AAI-CDOS,10,2055,leo,ground,216,0.12
AAI-CDOS,10,2055,leo,sat,462,0.25666666666666665
AAI-CDOS,10,2055,uav,ground,214,0.11888888888888889
AAI-CDOS,10,2055,uav,ground,215,0.11944444444444445
AAI-CDOS,10,2055,uav,sat,462,0.25666666666666665
Single Domain,10,2055,ground,ground,7,0.0038888888888888888
Single Domain,10,2055,ground,ground,3,0.0016666666666666668
Single Domain,10,2055,leo,sat,904,0.5022222222222222
Single Domain,10,2055,uav,uav,166,0.09222222222222222
Single Domain,10,2055,uav,uav,180,0.1
Single Domain,10,2055,uav,uav,172,0.09555555555555556
Single Domain,10,2055,uav,uav,180,0.1
Single Domain,10,2055,uav,uav,188,0.10444444444444445
Independent Agents,10,2055,ground,ground,5,0.002777777777777778
Independent Agents,10,2055,ground,ground,2,0.0011111111111111111
Independent Agents,10,2055,ground,sat,3,0.0016666666666666668
Independent Agents,10,2055,leo,ground,166,0.09222222222222222
Independent Agents,10,2055,leo,ground,158,0.08777777777777777
Independent Agents,10,2055,leo,sat,580,0.32222222222222224
Independent Agents,10,2055,uav,ground,232,0.1288888888888889
Independent Agents,10,2055,uav,ground,199,0.11055555555555556
Independent Agents,10,2055,uav,sat,455,0.25277777777777777
One-Shot LLM,10,2055,ground,ground,22,0.012222222222222223
One-Shot LLM,10,2055,ground,ground,23,0.012777777777777779
One-Shot LLM,10,2055,ground,sat,20,0.011111111111111112
One-Shot LLM,10,2055,leo,sat,758,0.4211111111111111
One-Shot LLM,10,2055,uav,ground,307,0.17055555555555554
One-Shot LLM,10,2055,uav,ground,264,0.14666666666666667
One-Shot LLM,10,2055,uav,sat,389,0.21611111111111111
One-Shot LLM,10,2055,uav,uav,6,0.0033333333333333335
One-Shot LLM,10,2055,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2055,uav,uav,2,0.0011111111111111111
One-Shot LLM,10,2055,uav,uav,3,0.0016666666666666668
One-Shot LLM,10,2055,uav,uav,3,0.0016666666666666668
AAI-CDOS,25,2026,ground,ground,2,0.00044444444444444447
AAI-CDOS,25,2026,ground,sat,11,0.0024444444444444444
AAI-CDOS,25,2026,leo,ground,268,0.059555555555555556
AAI-CDOS,25,2026,leo,ground,240,0.05333333333333334
AAI-CDOS,25,2026,leo,sat,880,0.19555555555555557
AAI-CDOS,25,2026,uav,ground,589,0.1308888888888889
AAI-CDOS,25,2026,uav,ground,556,0.12355555555555556
AAI-CDOS,25,2026,uav,sat,1954,0.43422222222222223
Single Domain,25,2026,ground,ground,5,0.0011111111111111111
Single Domain,25,2026,ground,ground,10,0.0022222222222222222
Single Domain,25,2026,leo,sat,1388,0.30844444444444447
Single Domain,25,2026,uav,uav,654,0.14533333333333334
Single Domain,25,2026,uav,uav,602,0.13377777777777777
Single Domain,25,2026,uav,uav,626,0.1391111111111111
Single Domain,25,2026,uav,uav,593,0.13177777777777777
Single Domain,25,2026,uav,uav,622,0.13822222222222222
Independent Agents,25,2026,ground,ground,2,0.00044444444444444447
Independent Agents,25,2026,ground,ground,2,0.00044444444444444447
Independent Agents,25,2026,ground,sat,11,0.0024444444444444444
Independent Agents,25,2026,leo,ground,201,0.04466666666666667
Independent Agents,25,2026,leo,ground,190,0.042222222222222223
Independent Agents,25,2026,leo,sat,997,0.22155555555555556
Independent Agents,25,2026,uav,ground,441,0.098
Independent Agents,25,2026,uav,ground,487,0.10822222222222222
Independent Agents,25,2026,uav,sat,2169,0.482
One-Shot LLM,25,2026,ground,ground,57,0.012666666666666666
One-Shot LLM,25,2026,ground,ground,62,0.013777777777777778
One-Shot LLM,25,2026,ground,sat,49,0.010888888888888889
One-Shot LLM,25,2026,leo,sat,1178,0.2617777777777778
One-Shot LLM,25,2026,uav,ground,859,0.19088888888888889
One-Shot LLM,25,2026,uav,ground,900,0.2
One-Shot LLM,25,2026,uav,sat,1353,0.3006666666666667
One-Shot LLM,25,2026,uav,uav,10,0.0022222222222222222
One-Shot LLM,25,2026,uav,uav,4,0.0008888888888888889
One-Shot LLM,25,2026,uav,uav,11,0.0024444444444444444
One-Shot LLM,25,2026,uav,uav,7,0.0015555555555555555
One-Shot LLM,25,2026,uav,uav,10,0.0022222222222222222
AAI-CDOS,25,2027,ground,ground,6,0.0013333333333333333
AAI-CDOS,25,2027,ground,ground,6,0.0013333333333333333
AAI-CDOS,25,2027,ground,sat,14,0.003111111111111111
AAI-CDOS,25,2027,leo,ground,360,0.08
AAI-CDOS,25,2027,leo,ground,347,0.07711111111111112
AAI-CDOS,25,2027,leo,sat,1071,0.238
AAI-CDOS,25,2027,uav,ground,586,0.1302222222222222
AAI-CDOS,25,2027,uav,ground,586,0.1302222222222222
AAI-CDOS,25,2027,uav,sat,1524,0.33866666666666667
Single Domain,25,2027,ground,ground,4,0.0008888888888888889
Single Domain,25,2027,ground,ground,21,0.004666666666666667
Single Domain,25,2027,leo,sat,1791,0.398
Single Domain,25,2027,uav,uav,531,0.118
Single Domain,25,2027,uav,uav,547,0.12155555555555556
Single Domain,25,2027,uav,uav,532,0.11822222222222223
Single Domain,25,2027,uav,uav,531,0.118
Single Domain,25,2027,uav,uav,543,0.12066666666666667
Independent Agents,25,2027,ground,ground,2,0.00044444444444444447
Independent Agents,25,2027,ground,ground,7,0.0015555555555555555
Independent Agents,25,2027,ground,sat,16,0.0035555555555555557
Independent Agents,25,2027,leo,ground,277,0.06155555555555556
Independent Agents,25,2027,leo,ground,284,0.06311111111111112
Independent Agents,25,2027,leo,sat,1230,0.2733333333333333
Independent Agents,25,2027,uav,ground,548,0.12177777777777778
Independent Agents,25,2027,uav,ground,528,0.11733333333333333
Independent Agents,25,2027,uav,sat,1608,0.35733333333333334
One-Shot LLM,25,2027,ground,ground,58,0.012888888888888889
One-Shot LLM,25,2027,ground,ground,62,0.013777777777777778
One-Shot LLM,25,2027,ground,sat,55,0.012222222222222223
One-Shot LLM,25,2027,leo,sat,1474,0.32755555555555554
One-Shot LLM,25,2027,uav,ground,800,0.17777777777777778
One-Shot LLM,25,2027,uav,ground,821,0.18244444444444444
One-Shot LLM,25,2027,uav,sat,1189,0.26422222222222225
One-Shot LLM,25,2027,uav,uav,6,0.0013333333333333333
One-Shot LLM,25,2027,uav,uav,9,0.002
One-Shot LLM,25,2027,uav,uav,6,0.0013333333333333333
One-Shot LLM,25,2027,uav,uav,11,0.0024444444444444444
One-Shot LLM,25,2027,uav,uav,9,0.002
AAI-CDOS,25,2028,ground,ground,6,0.0013333333333333333
AAI-CDOS,25,2028,ground,ground,6,0.0013333333333333333
AAI-CDOS,25,2028,ground,sat,7,0.0015555555555555555
AAI-CDOS,25,2028,leo,ground,431,0.09577777777777778
AAI-CDOS,25,2028,leo,ground,418,0.09288888888888888
AAI-CDOS,25,2028,leo,sat,1364,0.3031111111111111
AAI-CDOS,25,2028,uav,ground,476,0.10577777777777778
AAI-CDOS,25,2028,uav,ground,452,0.10044444444444445
AAI-CDOS,25,2028,uav,sat,1340,0.29777777777777775
Single Domain,25,2028,ground,ground,3,0.0006666666666666666
Single Domain,25,2028,ground,ground,13,0.0028888888888888888
Single Domain,25,2028,leo,sat,2254,0.5008888888888889
Single Domain,25,2028,uav,uav,446,0.09911111111111111
Single Domain,25,2028,uav,uav,466,0.10355555555555555
Single Domain,25,2028,uav,uav,437,0.0971111111111111
Single Domain,25,2028,uav,uav,422,0.09377777777777778
Single Domain,25,2028,uav,uav,459,0.102
Independent Agents,25,2028,ground,ground,1,0.00022222222222222223
Independent Agents,25,2028,ground,ground,2,0.00044444444444444447
Independent Agents,25,2028,ground,sat,13,0.0028888888888888888
Independent Agents,25,2028,leo,ground,393,0.08733333333333333
Independent Agents,25,2028,leo,ground,384,0.08533333333333333
Independent Agents,25,2028,leo,sat,1477,0.32822222222222225
Independent Agents,25,2028,uav,ground,364,0.08088888888888889
Independent Agents,25,2028,uav,ground,398,0.08844444444444445
Independent Agents,25,2028,uav,sat,1468,0.32622222222222225
One-Shot LLM,25,2028,ground,ground,52,0.011555555555555555
One-Shot LLM,25,2028,ground,ground,61,0.013555555555555555
One-Shot LLM,25,2028,ground,sat,48,0.010666666666666666
One-Shot LLM,25,2028,leo,sat,1876,0.41688888888888886
One-Shot LLM,25,2028,uav,ground,666,0.148
One-Shot LLM,25,2028,uav,ground,706,0.15688888888888888
One-Shot LLM,25,2028,uav,sat,1049,0.2331111111111111
One-Shot LLM,25,2028,uav,uav,9,0.002
One-Shot LLM,25,2028,uav,uav,8,0.0017777777777777779
One-Shot LLM,25,2028,uav,uav,6,0.0013333333333333333
One-Shot LLM,25,2028,uav,uav,10,0.0022222222222222222
One-Shot LLM,25,2028,uav,uav,9,0.002
AAI-CDOS,25,2029,ground,ground,9,0.002
AAI-CDOS,25,2029,ground,ground,9,0.002
AAI-CDOS,25,2029,ground,sat,12,0.0026666666666666666
AAI-CDOS,25,2029,leo,ground,344,0.07644444444444444
AAI-CDOS,25,2029,leo,ground,336,0.07466666666666667
AAI-CDOS,25,2029,leo,sat,938,0.20844444444444443
AAI-CDOS,25,2029,uav,ground,608,0.1351111111111111
AAI-CDOS,25,2029,uav,ground,585,0.13
AAI-CDOS,25,2029,uav,sat,1659,0.36866666666666664
Single Domain,25,2029,ground,ground,7,0.0015555555555555555
Single Domain,25,2029,ground,ground,19,0.004222222222222222
Single Domain,25,2029,leo,sat,1622,0.36044444444444446
Single Domain,25,2029,uav,uav,575,0.12777777777777777
Single Domain,25,2029,uav,uav,585,0.13
Single Domain,25,2029,uav,uav,588,0.13066666666666665
Single Domain,25,2029,uav,uav,545,0.12111111111111111
Single Domain,25,2029,uav,uav,559,0.12422222222222222
Independent Agents,25,2029,ground,ground,2,0.00044444444444444447
Independent Agents,25,2029,ground,ground,2,0.00044444444444444447
Independent Agents,25,2029,ground,sat,22,0.004888888888888889
Independent Agents,25,2029,leo,ground,270,0.06
Independent Agents,25,2029,leo,ground,280,0.06222222222222222
Independent Agents,25,2029,leo,sat,1072,0.23822222222222222
Independent Agents,25,2029,uav,ground,436,0.09688888888888889
Independent Agents,25,2029,uav,ground,353,0.07844444444444444
Independent Agents,25,2029,uav,sat,2063,0.45844444444444443
One-Shot LLM,25,2029,ground,ground,60,0.013333333333333334
One-Shot LLM,25,2029,ground,ground,57,0.012666666666666666
One-Shot LLM,25,2029,ground,sat,69,0.015333333333333332
One-Shot LLM,25,2029,leo,sat,1361,0.30244444444444446
One-Shot LLM,25,2029,uav,ground,876,0.19466666666666665
One-Shot LLM,25,2029,uav,ground,764,0.16977777777777778
One-Shot LLM,25,2029,uav,sat,1274,0.2831111111111111
One-Shot LLM,25,2029,uav,uav,3,0.0006666666666666666
One-Shot LLM,25,2029,uav,uav,12,0.0026666666666666666
One-Shot LLM,25,2029,uav,uav,9,0.002
One-Shot LLM,25,2029,uav,uav,10,0.0022222222222222222
One-Shot LLM,25,2029,uav,uav,5,0.0011111111111111111
AAI-CDOS,25,2030,ground,ground,5,0.0011111111111111111
AAI-CDOS,25,2030,ground,ground,3,0.0006666666666666666
AAI-CDOS,25,2030,ground,sat,8,0.0017777777777777779
AAI-CDOS,25,2030,leo,ground,466,0.10355555555555555
AAI-CDOS,25,2030,leo,ground,485,0.10777777777777778
AAI-CDOS,25,2030,leo,sat,1374,0.30533333333333335
AAI-CDOS,25,2030,uav,ground,493,0.10955555555555556
AAI-CDOS,25,2030,uav,ground,505,0.11222222222222222
AAI-CDOS,25,2030,uav,sat,1161,0.258
Single Domain,25,2030,ground,ground,7,0.0015555555555555555
Single Domain,25,2030,ground,ground,5,0.0011111111111111111
Single Domain,25,2030,leo,sat,2361,0.5246666666666666
Single Domain,25,2030,uav,uav,435,0.09666666666666666
Single Domain,25,2030,uav,uav,412,0.09155555555555556
Single Domain,25,2030,uav,uav,419,0.09311111111111112
Single Domain,25,2030,uav,uav,403,0.08955555555555555
Single Domain,25,2030,uav,uav,458,0.10177777777777777
Independent Agents,25,2030,ground,ground,5,0.0011111111111111111
Independent Agents,25,2030,ground,ground,1,0.00022222222222222223
Independent Agents,25,2030,ground,sat,6,0.0013333333333333333
Independent Agents,25,2030,leo,ground,435,0.09666666666666666
Independent Agents,25,2030,leo,ground,391,0.08688888888888889
Independent Agents,25,2030,leo,sat,1535,0.3411111111111111
Independent Agents,25,2030,uav,ground,463,0.10288888888888889
Independent Agents,25,2030,uav,ground,438,0.09733333333333333
Independent Agents,25,2030,uav,sat,1226,0.27244444444444443
One-Shot LLM,25,2030,ground,ground,61,0.013555555555555555
One-Shot LLM,25,2030,ground,ground,47,0.010444444444444444
One-Shot LLM,25,2030,ground,sat,54,0.012
One-Shot LLM,25,2030,leo,sat,1987,0.44155555555555553
One-Shot LLM,25,2030,uav,ground,683,0.1517777777777778
One-Shot LLM,25,2030,uav,ground,667,0.14822222222222223
One-Shot LLM,25,2030,uav,sat,951,0.21133333333333335
One-Shot LLM,25,2030,uav,uav,15,0.0033333333333333335
One-Shot LLM,25,2030,uav,uav,12,0.0026666666666666666
One-Shot LLM,25,2030,uav,uav,6,0.0013333333333333333
One-Shot LLM,25,2030,uav,uav,8,0.0017777777777777779
One-Shot LLM,25,2030,uav,uav,9,0.002
AAI-CDOS,25,2031,ground,ground,2,0.00044444444444444447
AAI-CDOS,25,2031,ground,ground,4,0.0008888888888888889
AAI-CDOS,25,2031,ground,sat,12,0.0026666666666666666
AAI-CDOS,25,2031,leo,ground,265,0.058888888888888886
AAI-CDOS,25,2031,leo,ground,263,0.058444444444444445
AAI-CDOS,25,2031,leo,sat,913,0.2028888888888889
AAI-CDOS,25,2031,uav,ground,541,0.12022222222222222
AAI-CDOS,25,2031,uav,ground,552,0.12266666666666666
AAI-CDOS,25,2031,uav,sat,1948,0.4328888888888889
Single Domain,25,2031,ground,ground,7,0.0015555555555555555
Single Domain,25,2031,ground,ground,9,0.002
Single Domain,25,2031,leo,sat,1457,0.3237777777777778
Single Domain,25,2031,uav,uav,614,0.13644444444444445
Single Domain,25,2031,uav,uav,604,0.13422222222222221
Single Domain,25,2031,uav,uav,592,0.13155555555555556
Single Domain,25,2031,uav,uav,603,0.134
Single Domain,25,2031,uav,uav,614,0.13644444444444445
Independent Agents,25,2031,ground,ground,1,0.00022222222222222223
Independent Agents,25,2031,ground,ground,2,0.00044444444444444447
Independent Agents,25,2031,ground,sat,13,0.0028888888888888888
Independent Agents,25,2031,leo,ground,215,0.04777777777777778
Independent Agents,25,2031,leo,ground,214,0.04755555555555555
Independent Agents,25,2031,leo,sat,1028,0.22844444444444445
Independent Agents,25,2031,uav,ground,430,0.09555555555555556
Independent Agents,25,2031,uav,ground,401,0.08911111111111111
Independent Agents,25,2031,uav,sat,2196,0.488
One-Shot LLM,25,2031,ground,ground,58,0.012888888888888889
One-Shot LLM,25,2031,ground,ground,63,0.014
One-Shot LLM,25,2031,ground,sat,62,0.013777777777777778
One-Shot LLM,25,2031,leo,sat,1234,0.2742222222222222
One-Shot LLM,25,2031,uav,ground,899,0.19977777777777778
One-Shot LLM,25,2031,uav,ground,803,0.17844444444444443
One-Shot LLM,25,2031,uav,sat,1324,0.2942222222222222
One-Shot LLM,25,2031,uav,uav,10,0.0022222222222222222
One-Shot LLM,25,2031,uav,uav,16,0.0035555555555555557
One-Shot LLM,25,2031,uav,uav,10,0.0022222222222222222
One-Shot LLM,25,2031,uav,uav,8,0.0017777777777777779
One-Shot LLM,25,2031,uav,uav,13,0.0028888888888888888
AAI-CDOS,25,2032,ground,ground,10,0.0022222222222222222
AAI-CDOS,25,2032,ground,ground,7,0.0015555555555555555
AAI-CDOS,25,2032,ground,sat,17,0.003777777777777778
AAI-CDOS,25,2032,leo,ground,446,0.09911111111111111
AAI-CDOS,25,2032,leo,ground,406,0.09022222222222222
AAI-CDOS,25,2032,leo,sat,1229,0.27311111111111114
AAI-CDOS,25,2032,uav,ground,460,0.10222222222222223
AAI-CDOS,25,2032,uav,ground,510,0.11333333333333333
